,State,County,County Population,Household Income,Cancer,Percent Adult Smokers,Percent Uninsured,Lung Cancer Case Count,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
631,Ohio,Athens,64713.0,34216.0,Lung and Bronchus,23.0,16.0,230.0,58,2,0,0,0,0,56,0,0,0,0,60,0
632,Ohio,Belmont,69461.0,41983.0,Lung and Bronchus,21.0,13.0,315.0,345,21,0,0,0,0,100,1,259,0,1,98,7
633,Ohio,Butler,374158.0,58558.0,Lung and Bronchus,20.0,12.0,1442.0,259,96,11,0,0,0,136,0,0,287,12,63,4
634,Ohio,Clark,136554.0,42029.0,Lung and Bronchus,20.0,14.0,726.0,270,90,6,0,0,0,119,0,0,178,3,185,0
635,Ohio,Clermont,201560.0,62158.0,Lung and Bronchus,19.0,11.0,944.0,242,119,5,0,0,0,133,0,0,149,0,217,0
636,Ohio,Clinton,41835.0,49453.0,Lung and Bronchus,20.0,13.0,219.0,154,53,4,0,0,0,112,0,0,211,0,0,0
637,Ohio,Columbiana,105686.0,42645.0,Lung and Bronchus,21.0,15.0,530.0,364,1,0,0,0,0,52,0,0,0,305,0,60
638,Ohio,Cuyahoga,1259828.0,44138.0,Lung and Bronchus,18.0,13.0,5302.0,207,148,6,5,0,0,200,0,16,138,32,172,8
639,Ohio,Delaware,189113.0,97802.0,Lung and Bronchus,14.0,7.0,481.0,179,32,1,0,0,0,112,0,0,212,0,0,0
640,Ohio,Fayette,28800.0,44947.0,Lung and Bronchus,21.0,14.0,159.0,310,42,1,0,0,0,108,0,0,353,0,0,0
641,Ohio,Franklin,1231393.0,53164.0,Lung and Bronchus,19.0,15.0,3869.0,274,83,9,0,0,0,126,0,42,184,0,139,1
642,Ohio,Geauga,94295.0,72264.0,Lung and Bronchus,16.0,13.0,321.0,155,49,10,0,0,0,140,0,0,214,0,0,0
643,Ohio,Greene,163820.0,59382.0,Lung and Bronchus,18.0,11.0,575.0,285,80,1,0,0,0,105,0,0,189,0,177,0
644,Ohio,Hamilton,806631.0,48973.0,Lung and Bronchus,20.0,13.0,3365.0,199,155,12,0,0,0,140,0,34,147,0,185,0
645,Ohio,Jefferson,67694.0,40148.0,Lung and Bronchus,21.0,13.0,407.0,194,168,4,0,0,0,105,0,0,106,8,252,0
646,Ohio,Knox,61167.0,46908.0,Lung and Bronchus,20.0,14.0,270.0,175,38,0,0,0,0,100,0,0,213,0,0,0
647,Ohio,Lake,229230.0,58697.0,Lung and Bronchus,18.0,12.0,1081.0,275,78,13,0,0,0,143,1,0,175,11,179,0
648,Ohio,Lawrence,61623.0,41608.0,Lung and Bronchus,21.0,13.0,329.0,288,75,3,0,0,0,119,0,0,152,0,214,0
649,Ohio,Licking,169390.0,57308.0,Lung and Bronchus,18.0,12.0,770.0,172,39,3,0,0,0,108,0,0,214,0,0,0
650,Ohio,Lorain,304216.0,52331.0,Lung and Bronchus,18.0,12.0,1330.0,316,47,2,0,0,0,115,0,0,207,0,157,1
651,Ohio,Lucas,435286.0,42344.0,Lung and Bronchus,20.0,14.0,1741.0,288,74,4,0,0,0,112,0,0,183,32,151,0
652,Ohio,Madison,43918.0,52996.0,Lung and Bronchus,19.0,12.0,192.0,161,50,2,0,0,0,112,0,0,213,0,0,0
653,Ohio,Mahoning,233204.0,41316.0,Lung and Bronchus,20.0,13.0,1051.0,311,55,0,0,0,0,75,0,0,70,0,296,0
654,Ohio,Medina,176029.0,68405.0,Lung and Bronchus,16.0,10.0,652.0,285,76,1,0,0,0,105,0,0,184,0,178,0
655,Ohio,Meigs,23331.0,38081.0,Lung and Bronchus,23.0,15.0,127.0,185,2,0,0,0,0,64,0,0,0,187,0,0
656,Ohio,Miami,103900.0,51868.0,Lung and Bronchus,19.0,12.0,441.0,164,46,3,0,0,0,101,0,0,213,0,0,0
657,Ohio,Montgomery,533116.0,42994.0,Lung and Bronchus,21.0,14.0,2547.0,276,84,6,0,0,0,112,0,0,183,0,183,0
658,Ohio,Morgan,14843.0,37923.0,Lung and Bronchus,21.0,15.0,82.0,363,0,0,0,0,0,40,0,0,0,363,0,0
659,Ohio,Noble,14363.0,43953.0,Lung and Bronchus,20.0,14.0,71.0,307,39,2,0,0,0,105,0,0,324,0,24,0
660,Ohio,Portage,161882.0,52047.0,Lung and Bronchus,20.0,12.0,645.0,223,24,0,0,0,0,90,0,0,204,0,43,0
661,Ohio,Preble,41586.0,49516.0,Lung and Bronchus,19.0,13.0,225.0,295,70,1,0,0,0,105,0,0,266,2,98,0
662,Ohio,Scioto,77258.0,37625.0,Lung and Bronchus,25.0,14.0,440.0,355,10,1,0,0,0,129,0,0,0,38,115,213
663,Ohio,Stark,375736.0,47745.0,Lung and Bronchus,19.0,13.0,1748.0,267,93,6,0,0,0,119,2,0,179,0,185,0
664,Ohio,Summit,541943.0,50453.0,Lung and Bronchus,20.0,13.0,2216.0,260,105,1,0,0,0,112,0,0,105,0,261,0
665,Ohio,Trumbull,205175.0,43160.0,Lung and Bronchus,20.0,15.0,1130.0,300,61,5,0,0,0,133,0,0,189,0,175,2
666,Ohio,Warren,221659.0,72973.0,Lung and Bronchus,16.0,9.0,757.0,238,113,9,0,0,0,129,0,0,176,0,184,0
667,Ohio,Washington,61213.0,45048.0,Lung and Bronchus,21.0,14.0,386.0,189,25,0,0,0,0,90,0,0,214,0,0,0
668,Ohio,Wood,129590.0,54996.0,Lung and Bronchus,18.0,11.0,402.0,170,41,3,0,0,0,115,0,0,214,0,0,0
669,Oklahoma,Adair,22186.0,31386.0,Lung and Bronchus,29.0,27.0,96.0,316,50,0,0,0,0,90,0,0,267,0,98,1
670,Oklahoma,Caddo,29317.0,39933.0,Lung and Bronchus,23.0,26.0,133.0,134,3,0,0,0,0,61,0,0,137,0,0,0
671,Oklahoma,Canadian,129582.0,68421.0,Lung and Bronchus,18.0,15.0,398.0,333,25,0,0,0,0,97,0,51,307,0,0,0
672,Oklahoma,Carter,48821.0,44402.0,Lung and Bronchus,22.0,20.0,225.0,249,46,3,0,0,0,129,0,0,255,0,43,0
673,Oklahoma,Cherokee,48341.0,38027.0,Lung and Bronchus,26.0,26.0,211.0,250,19,0,0,0,0,77,0,0,269,0,0,0
674,Oklahoma,Cleveland,269908.0,58205.0,Lung and Bronchus,19.0,16.0,778.0,312,52,1,0,0,0,101,0,0,269,0,96,0
675,Oklahoma,Comanche,125033.0,46071.0,Lung and Bronchus,22.0,19.0,416.0,320,46,0,0,0,0,87,0,0,284,0,82,0
676,Oklahoma,Cotton,6150.0,41469.0,Lung and Bronchus,20.0,21.0,35.0,238,27,0,0,0,0,90,0,0,265,0,0,0
677,Oklahoma,Creek,70632.0,46614.0,Lung and Bronchus,22.0,20.0,402.0,301,33,0,0,0,0,87,0,0,334,0,0,0
678,Oklahoma,Custer,29500.0,45574.0,Lung and Bronchus,19.0,23.0,95.0,357,3,0,0,0,0,64,0,0,0,0,0,360
679,Oklahoma,Grady,53854.0,51199.0,Lung and Bronchus,20.0,19.0,216.0,286,0,0,0,0,0,33,0,286,0,0,0,0
680,Oklahoma,Johnston,11103.0,35977.0,Lung and Bronchus,23.0,23.0,50.0,199,18,1,0,0,0,108,0,0,218,0,0,0
681,Oklahoma,Kay,45478.0,41514.0,Lung and Bronchus,22.0,21.0,245.0,252,106,3,0,0,0,126,0,0,136,5,220,0
682,Oklahoma,Lincoln,34619.0,46083.0,Lung and Bronchus,20.0,21.0,155.0,329,35,1,0,0,0,105,0,0,288,0,71,6
683,Oklahoma,McClain,37313.0,58392.0,Lung and Bronchus,17.0,20.0,161.0,335,27,0,0,0,0,87,0,0,362,0,0,0
684,Oklahoma,Mayes,40816.0,41806.0,Lung and Bronchus,23.0,22.0,229.0,264,30,0,0,0,0,93,0,0,294,0,0,0
685,Oklahoma,Muskogee,69966.0,41015.0,Lung and Bronchus,23.0,23.0,423.0,350,13,1,0,0,0,101,0,0,0,70,0,294
686,Oklahoma,Oklahoma,766215.0,48226.0,Lung and Bronchus,18.0,22.0,2653.0,275,90,1,0,0,0,129,0,28,242,0,93,3
687,Oklahoma,Osage,47981.0,48014.0,Lung and Bronchus,21.0,20.0,215.0,173,25,0,0,0,0,93,0,0,198,0,0,0
688,Oklahoma,Ottawa,32105.0,35580.0,Lung and Bronchus,23.0,22.0,183.0,296,70,0,0,0,0,79,0,0,152,0,212,2
689,Oklahoma,Pittsburg,44626.0,39900.0,Lung and Bronchus,22.0,22.0,252.0,307,59,0,0,0,0,83,0,0,249,0,117,0
690,Oklahoma,Sequoyah,41358.0,35592.0,Lung and Bronchus,24.0,24.0,218.0,331,30,0,0,0,0,74,0,58,233,0,66,4
691,Oklahoma,Tulsa,629598.0,50507.0,Lung and Bronchus,18.0,20.0,2199.0,239,124,2,1,0,0,164,0,1,201,0,164,0
692,Oklahoma,Washington,51937.0,49056.0,Lung and Bronchus,18.0,20.0,250.0,215,59,0,0,0,0,100,0,0,184,0,90,0
693,Oregon,Baker,16059.0,38966.0,Lung and Bronchus,16.0,17.0,88.0,336,26,0,0,0,0,74,0,0,0,0,362,0
694,Oregon,Benton,86316.0,54089.0,Lung and Bronchus,15.0,13.0,181.0,185,9,0,0,0,0,64,0,0,0,0,194,0
695,Oregon,Clackamas,394972.0,65555.0,Lung and Bronchus,13.0,14.0,1301.0,202,12,1,0,0,0,108,0,0,153,0,62,0
696,Oregon,Columbia,49459.0,57517.0,Lung and Bronchus,16.0,14.0,215.0,344,4,0,0,0,0,61,0,0,146,0,202,0
697,Oregon,Crook,20998.0,38155.0,Lung and Bronchus,17.0,18.0,90.0,285,62,1,0,0,0,115,0,0,0,0,348,0
698,Oregon,Deschutes,170388.0,52387.0,Lung and Bronchus,15.0,19.0,459.0,322,5,0,0,0,0,61,0,0,0,0,327,0
699,Oregon,Douglas,106972.0,41504.0,Lung and Bronchus,18.0,17.0,580.0,325,14,0,0,0,0,65,0,0,0,0,339,0
700,Oregon,Grant,7180.0,41304.0,Lung and Bronchus,15.0,20.0,18.0,287,54,0,0,0,0,83,0,0,0,0,341,0
701,Oregon,Harney,7126.0,36340.0,Lung and Bronchus,17.0,22.0,23.0,276,80,1,0,0,0,115,0,0,0,0,357,0
702,Oregon,Jackson,210287.0,44835.0,Lung and Bronchus,18.0,20.0,915.0,306,60,0,0,0,0,81,0,0,112,0,254,0
703,Oregon,Josephine,83599.0,37230.0,Lung and Bronchus,17.0,17.0,526.0,318,48,0,0,0,0,86,0,0,0,0,366,0
704,Oregon,Klamath,65455.0,39234.0,Lung and Bronchus,18.0,20.0,290.0,290,73,0,0,0,0,91,0,0,0,0,363,0
705,Oregon,Lake,7838.0,40328.0,Lung and Bronchus,17.0,22.0,29.0,318,40,1,1,0,0,158,0,0,0,0,360,0
706,Oregon,Lane,358337.0,44976.0,Lung and Bronchus,15.0,18.0,1207.0,299,66,1,0,0,0,108,0,0,141,0,223,2
707,Oregon,Linn,119356.0,44358.0,Lung and Bronchus,17.0,16.0,499.0,333,33,0,0,0,0,78,0,0,0,0,366,0
708,Oregon,Marion,326110.0,48554.0,Lung and Bronchus,15.0,19.0,1194.0,325,36,0,0,0,0,97,0,0,147,0,214,0
709,Oregon,Multnomah,776712.0,53519.0,Lung and Bronchus,17.0,17.0,2149.0,348,17,1,0,0,0,108,0,16,253,0,97,0
710,Oregon,Umatilla,76705.0,44780.0,Lung and Bronchus,17.0,20.0,234.0,321,44,1,0,0,0,112,0,0,136,0,230,0
711,Oregon,Union,25691.0,44841.0,Lung and Bronchus,17.0,17.0,71.0,329,35,0,0,0,0,99,0,0,0,0,357,7
712,Oregon,Wallowa,6820.0,39743.0,Lung and Bronchus,14.0,19.0,25.0,326,31,0,0,0,0,75,0,0,0,0,357,0
713,Oregon,Wasco,25515.0,44010.0,Lung and Bronchus,16.0,22.0,129.0,322,36,0,0,0,0,77,0,0,152,0,206,0
714,Oregon,Washington,562998.0,66315.0,Lung and Bronchus,12.0,15.0,1217.0,322,44,0,0,0,0,82,0,45,202,0,119,0
715,Pennsylvania,Adams,101714.0,60179.0,Lung and Bronchus,17.0,12.0,469.0,284,77,5,0,0,0,119,0,0,290,0,76,0
716,Pennsylvania,Allegheny,1231255.0,52385.0,Lung and Bronchus,19.0,10.0,5773.0,177,168,20,1,0,0,152,0,0,136,20,210,0
717,Pennsylvania,Armstrong,67785.0,44326.0,Lung and Bronchus,20.0,12.0,323.0,222,138,5,0,0,0,119,0,0,203,0,162,0
718,Pennsylvania,Beaver,169392.0,51041.0,Lung and Bronchus,19.0,10.0,943.0,232,130,4,0,0,0,126,0,2,233,3,128,0
719,Pennsylvania,Berks,413691.0,55936.0,Lung and Bronchus,20.0,12.0,1677.0,222,137,7,0,0,0,129,0,0,158,0,208,0
720,Pennsylvania,Blair,125955.0,43343.0,Lung and Bronchus,20.0,11.0,630.0,285,79,2,0,0,0,122,0,0,196,0,166,4
721,Pennsylvania,Bradford,61784.0,47242.0,Lung and Bronchus,19.0,13.0,299.0,315,43,0,0,0,0,97,0,1,221,0,136,0
722,Pennsylvania,Bucks,626685.0,77823.0,Lung and Bronchus,16.0,8.0,2533.0,309,40,9,0,0,0,147,0,0,347,11,0,0
723,Pennsylvania,Cambria,137732.0,42703.0,Lung and Bronchus,20.0,10.0,630.0,261,104,0,0,0,0,97,0,6,209,2,147,1
724,Pennsylvania,Centre,158742.0,51573.0,Lung and Bronchus,18.0,12.0,371.0,290,74,2,0,0,0,122,0,1,265,0,100,0
725,Pennsylvania,Chester,512784.0,85613.0,Lung and Bronchus,14.0,9.0,1603.0,228,128,9,0,0,0,143,0,0,196,0,169,0
726,Pennsylvania,Clearfield,81191.0,40230.0,Lung and Bronchus,21.0,13.0,364.0,305,32,1,0,0,0,119,0,0,338,0,0,0
727,Pennsylvania,Cumberland,243762.0,62692.0,Lung and Bronchus,17.0,10.0,857.0,276,88,1,0,0,0,116,0,0,0,0,365,0
728,Pennsylvania,Dauphin,271453.0,52967.0,Lung and Bronchus,19.0,12.0,1088.0,250,110,6,0,0,0,115,0,0,214,0,152,0
729,Pennsylvania,Delaware,562960.0,62867.0,Lung and Bronchus,19.0,11.0,2308.0,200,161,5,0,0,0,136,0,5,143,0,218,0
730,Pennsylvania,Elk,31194.0,46965.0,Lung and Bronchus,18.0,10.0,154.0,321,22,3,0,0,0,126,0,0,346,0,0,0
731,Pennsylvania,Erie,278443.0,45476.0,Lung and Bronchus,22.0,11.0,1158.0,295,69,2,0,0,0,129,0,3,238,0,125,0
732,Pennsylvania,Franklin,152892.0,50434.0,Lung and Bronchus,19.0,13.0,654.0,325,12,0,0,0,0,74,0,0,337,0,0,0
733,Pennsylvania,Greene,37843.0,49897.0,Lung and Bronchus,21.0,10.0,180.0,312,42,1,0,0,0,105,0,0,308,1,46,0
734,Pennsylvania,Indiana,87706.0,42611.0,Lung and Bronchus,20.0,13.0,315.0,317,45,4,0,0,0,136,0,0,346,20,0,0
735,Pennsylvania,Lackawanna,212719.0,45098.0,Lung and Bronchus,20.0,11.0,1012.0,292,70,4,0,0,0,129,0,6,242,0,118,0
736,Pennsylvania,Lancaster,533320.0,57369.0,Lung and Bronchus,17.0,14.0,1755.0,187,173,6,0,0,0,136,0,0,146,0,220,0
737,Pennsylvania,Lawrence,88771.0,44903.0,Lung and Bronchus,19.0,11.0,494.0,331,30,1,0,0,0,112,0,0,345,17,0,0
738,Pennsylvania,Lebanon,136359.0,53861.0,Lung and Bronchus,18.0,13.0,605.0,189,170,7,0,0,0,122,0,0,125,0,241,0
739,Pennsylvania,Lehigh,357823.0,58283.0,Lung and Bronchus,18.0,13.0,1396.0,231,129,6,0,0,0,129,0,0,158,0,203,5
740,Pennsylvania,Luzerne,318829.0,44222.0,Lung and Bronchus,18.0,12.0,1600.0,336,29,1,0,0,0,119,0,0,348,0,0,18
741,Pennsylvania,Lycoming,116508.0,45211.0,Lung and Bronchus,20.0,11.0,516.0,335,30,1,0,0,0,108,0,0,353,0,0,13
742,Pennsylvania,Mercer,114884.0,43559.0,Lung and Bronchus,22.0,11.0,510.0,264,99,3,0,0,0,143,0,0,250,0,116,0
743,Pennsylvania,Monroe,166314.0,59492.0,Lung and Bronchus,19.0,14.0,736.0,310,53,3,0,0,0,140,0,0,261,0,105,0
744,Pennsylvania,Montgomery,816857.0,79576.0,Lung and Bronchus,16.0,8.0,2830.0,280,46,5,0,0,0,140,0,0,317,14,0,0
745,Pennsylvania,Northampton,300654.0,61510.0,Lung and Bronchus,17.0,11.0,1292.0,208,148,9,0,1,0,217,0,1,195,1,169,0
746,Pennsylvania,Philadelphia,1560297.0,39037.0,Lung and Bronchus,23.0,17.0,6252.0,192,165,9,0,0,0,147,0,17,160,0,189,0
747,Pennsylvania,Somerset,76218.0,45706.0,Lung and Bronchus,19.0,13.0,313.0,324,32,1,0,0,0,105,0,0,357,0,0,0
748,Pennsylvania,Tioga,42274.0,47360.0,Lung and Bronchus,20.0,12.0,201.0,313,51,2,0,0,0,112,0,1,314,0,51,0
749,Pennsylvania,Warren,40703.0,44651.0,Lung and Bronchus,18.0,12.0,193.0,352,14,0,0,0,0,99,0,0,0,366,0,0
750,Pennsylvania,Washington,208187.0,55796.0,Lung and Bronchus,19.0,10.0,1064.0,209,153,4,0,0,0,129,0,0,143,2,221,0
751,Pennsylvania,Westmoreland,359320.0,53536.0,Lung and Bronchus,19.0,9.0,1806.0,218,143,5,0,0,0,112,0,0,162,0,204,0
752,Pennsylvania,York,440755.0,58471.0,Lung and Bronchus,18.0,11.0,1865.0,236,125,5,0,0,0,133,0,6,217,0,143,0
753,Rhode Island,Kent,165128.0,61923.0,Lung and Bronchus,15.0,10.0,900.0,313,36,5,0,0,0,147,0,0,231,0,123,0
754,Rhode Island,Providence,631974.0,47278.0,Lung and Bronchus,16.0,16.0,2606.0,281,81,4,0,0,0,140,0,46,169,0,151,0
755,Rhode Island,Washington,126653.0,70705.0,Lung and Bronchus,13.0,9.0,577.0,327,30,3,1,0,0,151,0,0,239,0,122,0
756,South Carolina,Abbeville,24965.0,35525.0,Lung and Bronchus,21.0,18.0,136.0,285,26,0,0,0,0,87,0,0,311,0,0,0
757,South Carolina,Aiken,164753.0,48537.0,Lung and Bronchus,19.0,17.0,621.0,217,25,0,0,0,0,84,0,0,242,0,0,0
758,South Carolina,Anderson,192810.0,43124.0,Lung and Bronchus,18.0,17.0,826.0,240,16,0,0,0,0,90,0,0,256,0,0,0
759,South Carolina,Berkeley,198205.0,52436.0,Lung and Bronchus,21.0,18.0,791.0,186,10,0,0,0,0,74,0,0,196,0,0,0
760,South Carolina,Charleston,381015.0,52752.0,Lung and Bronchus,18.0,19.0,1337.0,313,42,3,2,0,0,158,0,4,144,0,210,2
761,South Carolina,Cherokee,56024.0,38947.0,Lung and Bronchus,22.0,20.0,277.0,148,23,1,0,0,0,101,0,0,172,0,0,0
762,South Carolina,Chesterfield,46125.0,34949.0,Lung and Bronchus,25.0,20.0,223.0,297,58,1,0,0,0,139,0,0,238,0,116,2
763,South Carolina,Colleton,37771.0,35558.0,Lung and Bronchus,22.0,22.0,222.0,304,36,2,1,0,0,152,0,0,205,0,138,0
764,South Carolina,Darlington,67799.0,35640.0,Lung and Bronchus,23.0,18.0,335.0,220,21,0,0,0,0,87,0,0,241,0,0,0
765,South Carolina,Edgefield,26553.0,44129.0,Lung and Bronchus,20.0,18.0,93.0,295,47,3,2,0,0,166,0,0,239,0,108,0
766,South Carolina,Florence,139231.0,42232.0,Lung and Bronchus,21.0,16.0,602.0,207,25,0,0,0,0,83,0,0,0,0,232,0
767,South Carolina,Georgetown,60773.0,44283.0,Lung and Bronchus,18.0,22.0,300.0,309,3,0,0,0,0,62,0,0,0,0,0,312
768,South Carolina,Greenville,482752.0,49659.0,Lung and Bronchus,17.0,19.0,1614.0,266,94,4,2,0,0,188,0,7,212,0,146,1
769,South Carolina,Horry,298832.0,42830.0,Lung and Bronchus,20.0,24.0,1590.0,136,0,0,0,0,0,39,0,0,136,0,0,0
770,South Carolina,Lexington,277888.0,54098.0,Lung and Bronchus,19.0,16.0,1046.0,294,66,0,2,0,0,166,0,0,0,2,351,9
771,South Carolina,Oconee,75192.0,39548.0,Lung and Bronchus,20.0,20.0,385.0,324,36,2,0,0,0,133,0,0,293,13,56,0
772,South Carolina,Pickens,120368.0,41375.0,Lung and Bronchus,19.0,18.0,501.0,213,45,1,0,0,0,108,0,0,259,0,0,0
773,South Carolina,Richland,401566.0,49782.0,Lung and Bronchus,16.0,16.0,1175.0,274,87,3,2,0,0,168,0,1,236,0,129,0
774,South Carolina,Spartanburg,293542.0,44050.0,Lung and Bronchus,21.0,20.0,1261.0,240,109,2,0,0,0,126,0,0,137,0,214,0
775,South Carolina,York,245346.0,54196.0,Lung and Bronchus,18.0,16.0,861.0,295,29,1,0,0,0,105,0,0,325,0,0,0
776,South Dakota,Brookings,33314.0,52930.0,Lung and Bronchus,14.0,13.0,85.0,342,22,1,0,0,0,101,0,0,292,0,48,25
777,South Dakota,Brown,38408.0,53150.0,Lung and Bronchus,15.0,10.0,148.0,113,6,0,0,0,0,76,0,0,0,0,103,16
778,South Dakota,Codington,27938.0,52892.0,Lung and Bronchus,17.0,11.0,102.0,335,31,0,0,0,0,73,0,0,0,0,199,167
779,South Dakota,Custer,8445.0,51244.0,Lung and Bronchus,13.0,15.0,33.0,344,22,0,0,0,0,97,0,0,353,0,12,1
780,South Dakota,Hughes,17642.0,58340.0,Lung and Bronchus,15.0,11.0,55.0,347,5,0,0,0,0,65,0,0,0,0,352,0
781,South Dakota,Meade,26951.0,54771.0,Lung and Bronchus,18.0,14.0,84.0,354,12,0,0,0,0,74,0,0,349,0,0,17
782,South Dakota,Minnehaha,182882.0,55107.0,Lung and Bronchus,17.0,12.0,659.0,312,52,2,0,0,0,105,0,2,271,0,87,6
783,South Dakota,Pennington,108242.0,48379.0,Lung and Bronchus,18.0,13.0,372.0,309,56,1,0,0,0,101,0,47,0,0,138,181
784,South Dakota,Union,15029.0,72041.0,Lung and Bronchus,14.0,8.0,61.0,324,40,2,0,0,0,112,0,1,240,0,108,17
785,Tennessee,Anderson,75528.0,46689.0,Lung and Bronchus,23.0,13.0,383.0,320,39,0,0,0,0,93,0,0,222,137,0,0
786,Tennessee,Blount,126339.0,47175.0,Lung and Bronchus,21.0,15.0,705.0,295,65,4,2,0,0,159,0,0,347,0,19,0
787,Tennessee,Claiborne,31592.0,33640.0,Lung and Bronchus,24.0,16.0,262.0,321,22,1,0,0,0,108,0,0,344,0,0,0
788,Tennessee,Davidson,668347.0,48195.0,Lung and Bronchus,22.0,18.0,2229.0,247,114,5,0,0,0,126,0,49,126,0,191,0
789,Tennessee,DeKalb,19268.0,38595.0,Lung and Bronchus,23.0,20.0,104.0,330,21,0,0,0,0,84,0,0,351,0,0,0
790,Tennessee,Dyer,37935.0,43425.0,Lung and Bronchus,24.0,14.0,203.0,94,2,0,0,0,0,56,0,0,0,0,96,0
791,Tennessee,Hamilton,351220.0,48380.0,Lung and Bronchus,20.0,15.0,1489.0,200,85,2,1,0,0,177,0,0,233,0,55,0
792,Tennessee,Jefferson,52677.0,41235.0,Lung and Bronchus,21.0,17.0,272.0,158,79,2,0,0,0,133,0,0,239,0,0,0
793,Tennessee,Knox,448644.0,47199.0,Lung and Bronchus,22.0,14.0,1790.0,237,122,4,3,0,0,169,0,0,192,0,166,8
794,Tennessee,Lawrence,42274.0,34614.0,Lung and Bronchus,24.0,17.0,236.0,111,5,0,0,0,0,82,0,0,0,0,116,0
795,Tennessee,Loudon,50771.0,53945.0,Lung and Bronchus,20.0,18.0,319.0,198,73,7,2,0,0,164,0,0,222,0,58,0
796,Tennessee,McMinn,52626.0,39528.0,Lung and Bronchus,22.0,17.0,297.0,101,17,0,1,0,0,167,0,0,0,0,119,0
797,Tennessee,Madison,98178.0,43113.0,Lung and Bronchus,22.0,15.0,447.0,108,7,0,0,0,0,59,0,0,0,0,115,0
798,Tennessee,Maury,85515.0,51303.0,Lung and Bronchus,22.0,16.0,439.0,104,6,0,0,0,0,78,0,0,0,0,110,0
799,Tennessee,Montgomery,189961.0,50935.0,Lung and Bronchus,23.0,14.0,565.0,295,28,0,0,0,0,65,0,0,0,30,289,4
800,Tennessee,Putnam,74165.0,37693.0,Lung and Bronchus,23.0,19.0,370.0,114,8,0,0,0,0,88,0,0,0,0,122,0
801,Tennessee,Roane,52748.0,43269.0,Lung and Bronchus,21.0,14.0,341.0,96,20,0,1,0,0,162,0,0,0,0,105,12
802,Tennessee,Sevier,95110.0,39905.0,Lung and Bronchus,22.0,22.0,521.0,297,58,3,0,0,0,112,0,0,358,0,0,0
803,Tennessee,Shelby,938803.0,44015.0,Lung and Bronchus,21.0,17.0,2954.0,276,84,6,0,0,0,136,0,7,257,0,102,0
804,Tennessee,Sullivan,157047.0,38840.0,Lung and Bronchus,25.0,15.0,916.0,232,109,24,1,0,0,155,2,22,173,149,20,0
805,Tennessee,Sumner,172706.0,58291.0,Lung and Bronchus,20.0,14.0,682.0,235,49,1,0,0,0,105,0,0,227,0,58,0
806,Tennessee,Union,19113.0,37453.0,Lung and Bronchus,25.0,18.0,144.0,20,0,0,0,0,0,19,0,0,0,0,0,20
807,Tennessee,Williamson,205226.0,97936.0,Lung and Bronchus,16.0,9.0,416.0,219,24,1,0,0,0,108,0,0,244,0,0,0
808,Tennessee,Wilson,125376.0,60955.0,Lung and Bronchus,20.0,13.0,499.0,186,39,0,0,0,0,97,0,0,225,0,0,0
809,Texas,Bell,329140.0,51048.0,Lung and Bronchus,18.0,19.0,1021.0,331,34,0,0,0,0,100,0,0,365,0,0,0
810,Texas,Bexar,1855866.0,50699.0,Lung and Bronchus,13.0,22.0,3547.0,268,92,5,1,0,0,160,0,7,222,0,137,0
811,Texas,Bowie,93275.0,41883.0,Lung and Bronchus,18.0,20.0,420.0,221,52,0,0,0,0,76,0,0,0,0,273,0
812,Texas,Brazoria,338124.0,73788.0,Lung and Bronchus,14.0,20.0,881.0,313,50,3,0,0,0,115,0,4,362,0,0,0
813,Texas,Brewster,9173.0,40179.0,Lung and Bronchus,15.0,24.0,21.0,321,38,0,0,0,0,84,0,0,330,0,29,0
814,Texas,Cameron,420392.0,32215.0,Lung and Bronchus,18.0,35.0,707.0,277,87,2,0,0,0,110,0,0,172,0,194,0
815,Texas,Collin,885241.0,86634.0,Lung and Bronchus,12.0,16.0,1543.0,318,41,4,0,0,0,119,0,0,363,0,0,0
816,Texas,Dallas,2518638.0,50118.0,Lung and Bronchus,15.0,29.0,5396.0,264,99,3,0,0,0,140,0,29,201,0,136,0
817,Texas,Denton,753363.0,74569.0,Lung and Bronchus,14.0,17.0,1341.0,291,64,11,0,0,0,143,0,5,286,0,75,0
818,Texas,Ector,153904.0,55555.0,Lung and Bronchus,16.0,25.0,365.0,336,28,1,0,0,0,102,0,0,0,0,365,0
819,Texas,Ellis,159317.0,61157.0,Lung and Bronchus,14.0,22.0,472.0,302,64,0,0,0,0,100,0,8,220,0,138,0
820,Texas,El Paso,833487.0,40081.0,Lung and Bronchus,16.0,31.0,1173.0,198,162,6,0,0,0,147,0,31,195,0,139,1
821,Texas,Fayette,24833.0,49830.0,Lung and Bronchus,13.0,26.0,104.0,336,25,0,0,0,0,84,0,0,0,0,361,0
822,Texas,Galveston,314198.0,58333.0,Lung and Bronchus,15.0,20.0,957.0,287,73,6,0,0,0,147,0,4,281,2,78,1
823,Texas,Gregg,123204.0,50020.0,Lung and Bronchus,17.0,24.0,502.0,333,33,0,0,0,0,100,0,1,359,6,0,0
824,Texas,Harris,4441370.0,54230.0,Lung and Bronchus,14.0,27.0,8742.0,199,150,16,1,0,0,159,0,32,169,0,159,6
