,State,County,County Population,Household Income,Cancer,Percent Adult Smokers,Percent Uninsured,Lung Cancer Case Count,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
825,Texas,Harrison,67336.0,48461.0,Lung and Bronchus,17.0,22.0,269.0,328,38,0,0,0,0,76,0,0,235,1,130,0
826,Texas,Hidalgo,831073.0,34368.0,Lung and Bronchus,15.0,38.0,980.0,289,76,1,0,0,0,114,0,0,182,0,181,3
827,Texas,Hood,53921.0,55472.0,Lung and Bronchus,13.0,23.0,299.0,339,25,1,0,0,0,133,0,0,365,0,0,0
828,Texas,Howard,36651.0,47299.0,Lung and Bronchus,16.0,21.0,108.0,24,4,0,0,0,0,72,0,0,0,28,0,0
829,Texas,Hunt,88493.0,43385.0,Lung and Bronchus,17.0,26.0,421.0,351,15,0,0,0,0,67,0,1,365,0,0,0
830,Texas,Hutchinson,21773.0,51508.0,Lung and Bronchus,17.0,23.0,97.0,48,3,8,0,0,0,149,0,0,0,59,0,0
831,Texas,Jefferson,252235.0,41147.0,Lung and Bronchus,18.0,24.0,856.0,267,87,11,1,0,0,160,0,0,234,35,97,0
832,Texas,Johnson,157456.0,55926.0,Lung and Bronchus,15.0,24.0,580.0,300,53,4,0,0,0,150,0,0,357,0,0,0
833,Texas,Kaufman,111236.0,57585.0,Lung and Bronchus,15.0,23.0,416.0,329,37,0,0,0,0,80,0,2,255,0,109,0
834,Texas,Kleberg,32190.0,40884.0,Lung and Bronchus,17.0,25.0,72.0,128,25,0,0,0,0,92,0,0,0,0,153,0
835,Texas,Lubbock,293974.0,45719.0,Lung and Bronchus,17.0,23.0,711.0,118,1,0,0,0,0,54,0,0,0,0,119,0
836,Texas,McLennan,243441.0,43488.0,Lung and Bronchus,17.0,23.0,798.0,339,26,0,0,0,0,74,0,3,324,0,38,0
837,Texas,Maverick,57023.0,32248.0,Lung and Bronchus,18.0,34.0,74.0,278,44,0,0,0,0,82,0,0,0,0,322,0
838,Texas,Milam,24256.0,41849.0,Lung and Bronchus,16.0,25.0,111.0,42,0,0,0,0,0,33,0,0,0,42,0,0
839,Texas,Montgomery,518947.0,70929.0,Lung and Bronchus,14.0,21.0,1432.0,280,82,4,0,0,0,133,0,0,226,0,140,0
840,Texas,Navarro,48195.0,43091.0,Lung and Bronchus,18.0,27.0,201.0,303,63,0,0,0,0,83,0,0,237,13,116,0
841,Texas,Nueces,356221.0,51222.0,Lung and Bronchus,16.0,23.0,918.0,307,59,0,0,0,0,93,0,0,265,0,101,0
842,Texas,Orange,83433.0,48834.0,Lung and Bronchus,16.0,19.0,386.0,332,33,1,0,0,0,101,0,0,238,11,117,0
843,Texas,Parker,123164.0,67655.0,Lung and Bronchus,14.0,20.0,500.0,333,31,0,1,0,0,156,0,0,365,0,0,0
844,Texas,Polk,46079.0,41401.0,Lung and Bronchus,17.0,27.0,327.0,341,5,0,0,0,0,77,0,0,346,0,0,0
845,Texas,Potter,121627.0,38224.0,Lung and Bronchus,18.0,27.0,390.0,362,4,0,0,0,0,65,0,0,0,18,348,0
846,Texas,Randall,128220.0,64636.0,Lung and Bronchus,14.0,17.0,389.0,303,42,1,0,0,0,112,0,0,346,0,0,0
847,Texas,Robertson,16500.0,43194.0,Lung and Bronchus,16.0,28.0,77.0,73,0,0,0,0,0,20,0,0,0,73,0,0
848,Texas,Rockwall,87809.0,84692.0,Lung and Bronchus,13.0,18.0,205.0,331,29,0,0,0,0,77,0,0,360,0,0,0
849,Texas,Smith,218842.0,45363.0,Lung and Bronchus,17.0,25.0,828.0,344,21,1,0,0,0,101,0,5,361,0,0,0
850,Texas,Tarrant,1945360.0,58127.0,Lung and Bronchus,15.0,23.0,4684.0,273,85,7,1,0,0,174,0,21,227,0,118,0
851,Texas,Titus,32506.0,40680.0,Lung and Bronchus,17.0,31.0,87.0,24,0,0,0,0,0,14,0,0,0,24,0,0
852,Texas,Travis,1151145.0,61779.0,Lung and Bronchus,12.0,21.0,1782.0,280,85,1,0,0,0,105,0,18,225,0,122,1
853,Texas,Victoria,91081.0,51003.0,Lung and Bronchus,15.0,23.0,308.0,328,20,0,0,0,0,90,0,0,348,0,0,0
854,Texas,Webb,266673.0,37935.0,Lung and Bronchus,18.0,35.0,268.0,285,81,0,0,0,0,96,0,0,113,0,252,1
855,Utah,Box Elder,51518.0,56313.0,Lung and Bronchus,9.0,13.0,41.0,285,77,4,0,0,0,120,0,0,300,0,66,0
856,Utah,Cache,118343.0,51735.0,Lung and Bronchus,8.0,14.0,60.0,285,73,8,0,0,0,129,0,4,246,0,113,3
857,Utah,Carbon,20660.0,47340.0,Lung and Bronchus,13.0,13.0,52.0,230,82,0,0,0,0,93,0,19,293,0,0,0
858,Utah,Davis,329692.0,70797.0,Lung and Bronchus,8.0,11.0,295.0,265,87,14,0,0,0,143,0,19,262,0,85,0
859,Utah,Duchesne,20380.0,61976.0,Lung and Bronchus,11.0,16.0,34.0,275,83,5,3,0,0,177,0,1,337,0,28,0
860,Utah,Salt Lake,1091742.0,62536.0,Lung and Bronchus,10.0,17.0,1380.0,189,150,23,4,0,0,156,0,29,264,0,70,3
861,Utah,Tooele,61598.0,64193.0,Lung and Bronchus,11.0,12.0,78.0,279,80,6,1,0,0,166,0,0,278,0,88,0
862,Utah,Uintah,36867.0,65489.0,Lung and Bronchus,11.0,17.0,37.0,249,106,4,5,2,0,216,0,1,349,0,16,0
863,Utah,Utah,560974.0,60957.0,Lung and Bronchus,7.0,14.0,308.0,223,124,17,2,0,0,166,0,61,226,0,75,4
864,Utah,Washington,151948.0,50169.0,Lung and Bronchus,8.0,19.0,281.0,286,80,0,0,0,0,87,0,1,353,0,12,0
865,Utah,Weber,240475.0,59293.0,Lung and Bronchus,13.0,15.0,332.0,233,113,20,0,0,0,143,0,43,250,0,70,3
866,Vermont,Bennington,36445.0,44674.0,Lung and Bronchus,15.0,9.0,195.0,343,22,1,0,0,0,112,0,0,328,0,38,0
867,Vermont,Chittenden,160531.0,61908.0,Lung and Bronchus,12.0,8.0,507.0,349,17,0,0,0,0,80,0,1,308,0,57,0
868,Vermont,Rutland,60086.0,44888.0,Lung and Bronchus,17.0,9.0,302.0,320,46,0,0,0,0,87,0,11,232,0,123,0
869,Vermont,Windham,43714.0,49616.0,Lung and Bronchus,16.0,10.0,167.0,107,1,0,0,0,0,53,0,0,0,0,108,0
870,Virginia,Albemarle,104489.0,67083.0,Lung and Bronchus,15.0,13.0,322.0,322,43,1,0,0,0,122,0,0,177,0,189,0
871,Virginia,Arlington,226908.0,107143.0,Lung and Bronchus,13.0,10.0,325.0,299,60,7,0,0,0,133,1,120,205,0,40,0
872,Virginia,Caroline,29778.0,56099.0,Lung and Bronchus,19.0,16.0,130.0,160,21,1,0,0,0,112,0,0,182,0,0,0
873,Virginia,Carroll,29621.0,38474.0,Lung and Bronchus,20.0,19.0,150.0,61,0,0,0,0,0,30,0,0,0,0,0,61
874,Virginia,Chesterfield,332499.0,72972.0,Lung and Bronchus,17.0,13.0,1069.0,234,30,1,0,0,0,115,0,0,191,0,74,0
875,Virginia,Fairfax,1137538.0,110507.0,Lung and Bronchus,12.0,12.0,1769.0,284,76,6,0,0,0,129,0,37,158,0,171,0
876,Virginia,Fauquier,68248.0,89106.0,Lung and Bronchus,16.0,12.0,242.0,197,16,0,0,0,0,93,0,0,213,0,0,0
877,Virginia,Frederick,82377.0,65485.0,Lung and Bronchus,15.0,14.0,320.0,302,56,0,0,0,0,90,0,0,179,0,179,0
878,Virginia,Giles,16815.0,45979.0,Lung and Bronchus,18.0,15.0,104.0,312,28,1,0,0,0,115,0,0,341,0,0,0
879,Virginia,Hanover,101918.0,81940.0,Lung and Bronchus,15.0,10.0,413.0,174,31,2,0,0,0,105,0,0,207,0,0,0
880,Virginia,Henrico,321924.0,62446.0,Lung and Bronchus,16.0,14.0,1104.0,305,56,3,0,0,0,129,0,5,237,0,122,0
881,Virginia,King William,16186.0,64305.0,Lung and Bronchus,17.0,14.0,57.0,29,0,0,0,0,0,20,0,0,0,0,0,29
882,Virginia,Loudoun,363050.0,122641.0,Lung and Bronchus,13.0,9.0,456.0,318,47,1,0,0,0,112,0,116,202,0,48,0
883,Virginia,Madison,13157.0,52513.0,Lung and Bronchus,18.0,17.0,81.0,324,36,1,0,0,0,108,0,0,342,0,19,0
884,Virginia,Prince Edward,23074.0,37543.0,Lung and Bronchus,21.0,17.0,82.0,331,13,1,0,0,0,105,0,0,345,0,0,0
885,Virginia,Prince William,446094.0,91886.0,Lung and Bronchus,15.0,15.0,718.0,323,40,3,0,0,0,112,0,153,213,0,0,0
886,Virginia,Roanoke,93785.0,61935.0,Lung and Bronchus,18.0,12.0,349.0,318,47,0,0,0,0,100,0,34,171,0,160,0
887,Virginia,Rockbridge,22327.0,48497.0,Lung and Bronchus,17.0,16.0,103.0,251,13,0,0,0,0,90,0,0,197,0,67,0
888,Virginia,Rockingham,78171.0,55798.0,Lung and Bronchus,16.0,16.0,295.0,334,31,1,0,0,0,108,0,116,202,0,48,0
889,Virginia,Stafford,139992.0,92647.0,Lung and Bronchus,16.0,10.0,371.0,162,30,1,0,0,0,108,0,0,193,0,0,0
890,Virginia,Wythe,29121.0,41132.0,Lung and Bronchus,20.0,16.0,138.0,191,17,0,0,0,0,100,0,0,208,0,0,0
891,Washington,Adams,19179.0,47423.0,Lung and Bronchus,16.0,24.0,31.0,345,1,0,0,0,0,52,0,0,0,0,346,0
892,Washington,Asotin,22189.0,44055.0,Lung and Bronchus,14.0,15.0,104.0,322,40,0,0,0,0,92,0,0,0,0,362,0
893,Washington,Benton,186486.0,58750.0,Lung and Bronchus,14.0,16.0,560.0,325,39,2,0,0,0,122,0,0,127,0,201,38
894,Washington,Chelan,74588.0,49174.0,Lung and Bronchus,14.0,21.0,254.0,330,36,0,0,0,0,79,0,0,0,0,366,0
895,Washington,Clallam,72715.0,47185.0,Lung and Bronchus,14.0,18.0,431.0,328,38,0,0,0,0,69,0,0,245,0,121,0
896,Washington,Clark,451008.0,61747.0,Lung and Bronchus,14.0,15.0,1427.0,328,38,0,0,0,0,91,0,0,136,0,230,0
897,Washington,Columbia,3985.0,45465.0,Lung and Bronchus,15.0,17.0,26.0,330,4,0,0,0,0,55,0,0,0,0,334,0
898,Washington,Cowlitz,102133.0,44235.0,Lung and Bronchus,17.0,17.0,464.0,348,15,0,0,0,0,74,0,0,0,0,363,0
899,Washington,Franklin,87809.0,55006.0,Lung and Bronchus,15.0,23.0,134.0,324,8,0,0,0,0,78,0,0,0,0,332,0
900,Washington,Grant,93147.0,50388.0,Lung and Bronchus,16.0,23.0,274.0,350,11,0,0,0,0,62,0,0,0,0,361,0
901,Washington,Grays Harbor,70818.0,43205.0,Lung and Bronchus,18.0,22.0,368.0,355,9,0,0,0,0,71,0,0,0,0,364,0
902,Washington,Jefferson,30228.0,50964.0,Lung and Bronchus,13.0,18.0,162.0,344,4,0,0,0,0,60,0,0,0,0,348,0
903,Washington,King,2079967.0,75738.0,Lung and Bronchus,10.0,14.0,4941.0,311,55,0,0,0,0,100,0,100,113,0,153,0
904,Washington,Kitsap,254183.0,61898.0,Lung and Bronchus,13.0,14.0,930.0,356,1,0,0,0,0,55,0,0,0,0,357,0
905,Washington,Kittitas,42522.0,48127.0,Lung and Bronchus,16.0,19.0,93.0,310,50,6,0,0,0,143,0,0,0,0,366,0
906,Washington,Klickitat,20861.0,49348.0,Lung and Bronchus,15.0,20.0,89.0,120,2,0,0,0,0,58,0,0,0,0,122,0
907,Washington,Lewis,75128.0,44243.0,Lung and Bronchus,15.0,18.0,340.0,355,11,0,0,0,0,66,0,0,0,0,366,0
908,Washington,Mason,60711.0,52313.0,Lung and Bronchus,16.0,20.0,362.0,352,14,0,0,0,0,68,0,0,0,0,366,0
909,Washington,Okanogan,41290.0,37782.0,Lung and Bronchus,18.0,26.0,200.0,257,107,2,0,0,0,118,0,0,0,0,366,0
910,Washington,Pierce,831928.0,60397.0,Lung and Bronchus,17.0,15.0,2926.0,313,52,0,1,0,0,155,0,16,249,0,101,0
911,Washington,Skagit,120365.0,51395.0,Lung and Bronchus,15.0,19.0,488.0,354,12,0,0,0,0,78,0,1,265,0,100,0
912,Washington,Snohomish,759583.0,71890.0,Lung and Bronchus,13.0,15.0,2218.0,317,46,3,0,0,0,120,0,0,0,0,366,0
913,Washington,Spokane,484318.0,50083.0,Lung and Bronchus,16.0,17.0,1649.0,305,61,0,0,0,0,79,1,0,129,0,231,5
914,Washington,Stevens,43650.0,43823.0,Lung and Bronchus,17.0,19.0,154.0,291,73,2,0,0,0,110,0,0,0,0,300,66
915,Washington,Thurston,265851.0,61653.0,Lung and Bronchus,14.0,14.0,897.0,328,21,0,0,0,0,90,0,0,138,0,211,0
916,Washington,Walla Walla,59844.0,49819.0,Lung and Bronchus,14.0,18.0,184.0,250,21,0,0,0,0,83,0,0,0,0,271,0
917,Washington,Whatcom,208351.0,53733.0,Lung and Bronchus,14.0,19.0,694.0,342,7,0,0,0,0,59,0,0,145,0,204,0
918,Washington,Whitman,46827.0,41837.0,Lung and Bronchus,18.0,16.0,67.0,359,7,0,0,0,0,84,0,0,0,0,366,0
919,Washington,Yakima,247687.0,44342.0,Lung and Bronchus,17.0,27.0,658.0,257,97,8,4,0,0,186,0,0,0,0,362,4
920,West Virginia,Berkeley,110497.0,56737.0,Lung and Bronchus,26.0,16.0,503.0,205,49,1,0,0,0,112,0,0,196,0,59,0
921,West Virginia,Brooke,23530.0,43572.0,Lung and Bronchus,22.0,15.0,149.0,324,39,3,0,0,0,112,0,0,0,130,112,124
922,West Virginia,Cabell,97109.0,34887.0,Lung and Bronchus,25.0,18.0,523.0,321,39,1,0,0,0,129,0,0,197,99,65,0
923,West Virginia,Gilmer,8618.0,32705.0,Lung and Bronchus,28.0,20.0,39.0,334,11,1,0,0,0,105,0,0,346,0,0,0
924,West Virginia,Greenbrier,35450.0,36996.0,Lung and Bronchus,24.0,20.0,226.0,189,18,0,0,0,0,100,0,0,207,0,0,0
925,West Virginia,Hancock,30112.0,48178.0,Lung and Bronchus,23.0,16.0,175.0,316,50,0,0,0,0,93,0,0,189,79,57,41
926,West Virginia,Harrison,68761.0,42121.0,Lung and Bronchus,23.0,17.0,422.0,110,7,0,0,0,0,62,0,0,0,0,117,0
927,West Virginia,Kanawha,190223.0,43936.0,Lung and Bronchus,23.0,15.0,1074.0,295,53,2,0,0,0,119,34,0,160,20,136,0
928,West Virginia,Marion,56803.0,43729.0,Lung and Bronchus,23.0,17.0,312.0,86,9,0,0,0,0,61,0,0,0,0,95,0
929,West Virginia,Marshall,32416.0,43356.0,Lung and Bronchus,22.0,17.0,187.0,297,65,0,0,0,0,84,0,0,0,56,306,0
930,West Virginia,Monongalia,103463.0,43835.0,Lung and Bronchus,22.0,16.0,284.0,340,21,0,0,0,0,74,0,0,191,102,68,0
931,West Virginia,Ohio,43328.0,40195.0,Lung and Bronchus,24.0,15.0,229.0,195,63,3,0,0,0,108,0,0,203,0,58,0
932,West Virginia,Tucker,6927.0,36466.0,Lung and Bronchus,22.0,20.0,40.0,332,23,1,0,0,0,105,0,0,347,0,9,0
933,West Virginia,Wood,86237.0,41932.0,Lung and Bronchus,24.0,16.0,480.0,318,44,1,0,0,0,112,0,0,198,100,65,0
934,Wisconsin,Ashland,16103.0,41294.0,Lung and Bronchus,20.0,12.0,76.0,346,12,0,0,0,0,80,0,0,346,0,12,0
935,Wisconsin,Brown,256670.0,54141.0,Lung and Bronchus,16.0,11.0,750.0,313,50,3,0,0,0,112,0,0,152,0,214,0
936,Wisconsin,Columbia,56615.0,59020.0,Lung and Bronchus,16.0,9.0,218.0,176,20,3,0,0,0,108,0,0,199,0,0,0
937,Wisconsin,Dane,516284.0,61937.0,Lung and Bronchus,13.0,9.0,1387.0,299,67,0,0,0,0,100,0,0,155,5,204,2
938,Wisconsin,Dodge,88574.0,54359.0,Lung and Bronchus,17.0,9.0,321.0,311,52,3,0,0,0,148,0,0,274,0,92,0
939,Wisconsin,Door,27766.0,49717.0,Lung and Bronchus,15.0,11.0,138.0,158,22,8,0,0,0,150,0,0,188,0,0,0
940,Wisconsin,Eau Claire,101564.0,48102.0,Lung and Bronchus,17.0,10.0,325.0,317,42,0,0,0,0,84,0,0,132,0,227,0
941,Wisconsin,Fond du Lac,101759.0,52149.0,Lung and Bronchus,15.0,9.0,389.0,165,21,3,0,0,0,108,0,0,189,0,0,0
942,Wisconsin,Forest,9127.0,41418.0,Lung and Bronchus,19.0,16.0,63.0,340,14,1,0,0,0,101,0,0,326,5,24,0
943,Wisconsin,Grant,51829.0,46972.0,Lung and Bronchus,17.0,12.0,161.0,251,30,0,0,0,0,78,0,0,0,0,281,0
944,Wisconsin,Jefferson,84395.0,56365.0,Lung and Bronchus,16.0,10.0,287.0,176,21,4,0,0,0,108,0,0,201,0,0,0
945,Wisconsin,Kenosha,168068.0,53945.0,Lung and Bronchus,17.0,12.0,631.0,275,72,13,2,0,0,161,0,0,205,0,157,0
946,Wisconsin,Kewaunee,20444.0,56160.0,Lung and Bronchus,14.0,10.0,70.0,162,21,5,0,0,0,136,0,0,188,0,0,0
947,Wisconsin,La Crosse,118011.0,49790.0,Lung and Bronchus,16.0,9.0,370.0,317,38,0,0,0,0,87,0,0,171,0,184,0
948,Wisconsin,Manitowoc,80160.0,48430.0,Lung and Bronchus,16.0,9.0,334.0,160,21,7,0,0,0,147,0,0,188,0,0,0
949,Wisconsin,Marathon,135780.0,54400.0,Lung and Bronchus,16.0,10.0,442.0,176,16,0,0,0,0,100,0,0,192,0,0,0
950,Wisconsin,Milwaukee,956406.0,42946.0,Lung and Bronchus,20.0,14.0,3359.0,272,86,7,1,0,0,185,0,36,206,0,122,2
951,Wisconsin,Oneida,35563.0,49040.0,Lung and Bronchus,15.0,11.0,239.0,318,35,13,0,0,0,130,0,0,0,366,0,0
952,Wisconsin,Outagamie,182006.0,59377.0,Lung and Bronchus,14.0,10.0,473.0,300,47,2,0,0,0,108,0,0,177,0,172,0
953,Wisconsin,Ozaukee,87470.0,77364.0,Lung and Bronchus,13.0,6.0,283.0,294,52,8,1,0,0,172,0,0,193,0,162,0
954,Wisconsin,Racine,195163.0,54782.0,Lung and Bronchus,17.0,11.0,812.0,153,35,8,1,0,0,169,0,0,197,0,0,0
955,Wisconsin,Rock,161188.0,51237.0,Lung and Bronchus,18.0,13.0,691.0,159,23,5,0,0,0,119,0,0,187,0,0,0
956,Wisconsin,Sauk,63379.0,50243.0,Lung and Bronchus,16.0,12.0,232.0,328,37,1,0,0,0,101,0,0,183,0,179,4
957,Wisconsin,Sheboygan,115290.0,55335.0,Lung and Bronchus,15.0,10.0,392.0,166,25,10,2,0,0,164,0,0,203,0,0,0
958,Wisconsin,Taylor,20540.0,48683.0,Lung and Bronchus,16.0,13.0,69.0,333,27,0,0,0,0,84,0,0,316,0,44,0
959,Wisconsin,Vilas,21398.0,41211.0,Lung and Bronchus,17.0,17.0,165.0,193,12,0,0,0,0,77,0,0,180,0,25,0
960,Wisconsin,Walworth,103527.0,52852.0,Lung and Bronchus,17.0,12.0,384.0,161,22,5,0,0,0,115,0,0,188,0,0,0
961,Wisconsin,Waukesha,395118.0,76584.0,Lung and Bronchus,13.0,6.0,1390.0,277,83,0,0,0,0,100,0,0,140,0,220,0
962,Wyoming,Albany,37811.0,42838.0,Lung and Bronchus,19.0,16.0,58.0,266,100,0,0,0,0,97,0,0,295,0,4,67
963,Wyoming,Big Horn,11930.0,50437.0,Lung and Bronchus,16.0,20.0,38.0,277,6,0,0,0,0,84,0,0,283,0,0,0
964,Wyoming,Campbell,48320.0,79358.0,Lung and Bronchus,19.0,13.0,99.0,262,103,1,0,0,0,141,0,0,232,0,18,116
965,Wyoming,Carbon,15854.0,58225.0,Lung and Bronchus,18.0,19.0,48.0,335,31,0,0,0,0,84,0,6,349,9,2,0
966,Wyoming,Converse,14097.0,63166.0,Lung and Bronchus,17.0,13.0,42.0,312,53,0,1,0,0,173,0,1,319,0,5,41
967,Wyoming,Fremont,40703.0,48624.0,Lung and Bronchus,19.0,21.0,106.0,305,61,0,0,0,0,84,0,0,335,0,31,0
968,Wyoming,Goshen,13514.0,45721.0,Lung and Bronchus,18.0,18.0,52.0,293,60,0,0,0,0,78,0,0,266,0,36,51
969,Wyoming,Laramie,96389.0,57192.0,Lung and Bronchus,20.0,14.0,262.0,315,51,0,0,0,0,87,0,5,339,2,20,0
970,Wyoming,Lincoln,18567.0,63575.0,Lung and Bronchus,14.0,15.0,38.0,363,3,0,0,0,0,69,0,0,0,0,0,366
971,Wyoming,Natrona,81624.0,57427.0,Lung and Bronchus,20.0,15.0,242.0,333,33,0,0,0,0,80,0,13,346,0,5,2
972,Wyoming,Park,28989.0,55354.0,Lung and Bronchus,16.0,17.0,71.0,118,3,0,0,0,0,85,0,0,0,0,94,27
973,Wyoming,Platte,8799.0,49713.0,Lung and Bronchus,17.0,16.0,27.0,50,7,0,0,0,0,66,0,0,0,0,0,57
974,Wyoming,Sheridan,30032.0,54716.0,Lung and Bronchus,16.0,15.0,93.0,333,32,1,0,0,0,110,0,0,300,0,34,32
975,Wyoming,Sweetwater,45010.0,72604.0,Lung and Bronchus,19.0,14.0,92.0,303,62,1,0,0,0,111,0,0,323,5,4,34
976,Wyoming,Teton,22930.0,75348.0,Lung and Bronchus,15.0,20.0,22.0,331,35,0,0,0,0,99,0,0,351,0,15,0
977,Wyoming,Uinta,20904.0,56800.0,Lung and Bronchus,18.0,15.0,33.0,341,25,0,0,0,0,87,0,0,359,0,0,7
978,Wyoming,Weston,7201.0,55520.0,Lung and Bronchus,18.0,15.0,24.0,325,41,0,0,0,0,90,0,0,350,10,6,0
