State,County,Household Income,95% CI - Low,95% CI - High,Population,% < 18,% 65 and over,
Pennsylvania,Union,47996,43825,52167,44874,18.1,16.1,
Pennsylvania,Venango,43810,40766,46854,53529,20.3,19.9,
Pennsylvania,Warren,44651,40477,48825,40703,19.8,20.7,
Pennsylvania,Washington,55796,52910,58682,208187,19.7,18.9,
Pennsylvania,Wayne,48663,44961,52365,51401,17.6,20.7,
Pennsylvania,Westmoreland,53536,51229,55843,359320,18.8,20.7,
Pennsylvania,Wyoming,55882,51998,59766,28131,20.5,18.4,
Pennsylvania,York,58471,56096,60846,440755,22.4,15.9,
Rhode Island,Bristol,68246,60630,75862,49060,19.6,18.8,
Rhode Island,Kent,61923,57484,66362,165128,19.4,17.4,
Rhode Island,Newport,69203,64208,74198,82358,18.5,19.3,
Rhode Island,Providence,47278,44919,49637,631974,21.1,14.2,
Rhode Island,Washington,70705,65660,75750,126653,18.0,17.9,
South Carolina,Abbeville,35525,31373,39677,24965,21.5,19.4,
South Carolina,Aiken,48537,45918,51156,164753,22.1,17.5,
South Carolina,Allendale,25530,22363,28697,9695,19.5,16.3,
South Carolina,Anderson,43124,40667,45581,192810,23.3,17.0,
South Carolina,Bamberg,30349,26549,34149,15182,20.1,18.3,
South Carolina,Barnwell,32205,28169,36241,21959,25.3,15.9,
South Carolina,Beaufort,55427,51812,59042,175852,19.9,24.1,
South Carolina,Berkeley,52436,49802,55070,198205,24.4,12.3,
South Carolina,Calhoun,41209,36221,46197,14878,20.4,19.7,
South Carolina,Charleston,52752,49878,55626,381015,20.2,14.5,
South Carolina,Cherokee,38947,34314,43580,56024,23.9,15.2,
South Carolina,Chester,37537,32997,42077,32337,23.0,16.7,
South Carolina,Chesterfield,34949,30876,39022,46125,23.0,16.0,
South Carolina,Clarendon,32268,30035,34501,34113,20.4,19.8,
South Carolina,Colleton,35558,32719,38397,37771,23.0,18.6,
South Carolina,Darlington,35640,32223,39057,67799,23.1,16.5,
South Carolina,Dillon,30516,26887,34145,31127,25.7,15.0,
South Carolina,Dorchester,56388,51704,61072,148469,25.5,11.7,
South Carolina,Edgefield,44129,39088,49170,26553,19.4,15.9,
South Carolina,Fairfield,35490,31253,39727,22976,20.5,18.0,
South Carolina,Florence,42232,38590,45874,139231,24.2,15.0,
South Carolina,Georgetown,44283,40041,48525,60773,20.0,24.1,
South Carolina,Greenville,49659,47185,52133,482752,23.5,14.3,
South Carolina,Greenwood,38878,35391,42365,69520,23.1,17.1,
South Carolina,Hampton,33644,29662,37626,20405,22.5,15.8,
South Carolina,Horry,42830,40983,44677,298832,19.3,20.5,
South Carolina,Jasper,37715,34505,40925,27170,21.4,15.4,
South Carolina,Kershaw,45411,41806,49016,63161,23.6,16.4,
South Carolina,Lancaster,44854,41144,48564,83160,21.9,18.8,
South Carolina,Laurens,38268,34751,41785,66533,22.4,16.7,
South Carolina,Lee,31510,27936,35084,18343,20.7,16.1,
South Carolina,Lexington,54098,50773,57423,277888,23.7,14.2,
South Carolina,McCormick,38694,33897,43491,9846,12.8,29.8,
South Carolina,Marion,32283,29098,35468,31933,23.4,17.1,
South Carolina,Marlboro,31170,27463,34877,27924,20.7,15.2,
South Carolina,Newberry,42000,37564,46436,37783,22.0,18.0,
South Carolina,Oconee,39548,35640,43456,75192,20.4,21.6,
South Carolina,Orangeburg,31382,28265,34499,90090,22.6,17.1,
South Carolina,Pickens,41375,38033,44717,120368,19.7,15.2,
South Carolina,Richland,49782,47444,52120,401566,22.0,11.3,
South Carolina,Saluda,42286,37995,46577,20026,22.0,18.3,
South Carolina,Spartanburg,44050,41397,46703,293542,23.7,15.1,
South Carolina,Sumter,37906,34225,41587,107919,24.6,14.5,
South Carolina,Union,37501,33647,41355,27876,21.8,18.5,
South Carolina,Williamsburg,29609,26564,32654,32695,21.7,17.9,
South Carolina,York,54196,49851,58541,245346,24.7,13.1,
South Dakota,Aurora,50896,46149,55643,2745,26.3,19.7,
South Dakota,Beadle,49583,45765,53401,18169,25.8,16.7,
South Dakota,Bennett,34326,30184,38468,3430,33.6,12.3,
South Dakota,Bon Homme,47987,42917,53057,7023,19.4,20.0,
South Dakota,Brookings,52930,47468,58392,33314,19.7,10.5,
South Dakota,Brown,53150,47262,59038,38408,23.7,16.0,
South Dakota,Brule,47224,41653,52795,5309,25.4,17.3,
South Dakota,Buffalo,21658,18943,24373,2077,40.5,7.2,
South Dakota,Butte,41446,36488,46404,10298,24.2,18.5,
South Dakota,Campbell,49895,43694,56096,1386,16.6,24.7,
South Dakota,Charles Mix,41395,36833,45957,9287,29.5,17.9,
South Dakota,Clark,48024,42114,53934,3645,23.9,20.4,
South Dakota,Clay,43453,38754,48152,13932,18.1,11.2,
South Dakota,Codington,52892,46803,58981,27938,24.4,15.5,
South Dakota,Corson,31420,28458,34382,4182,34.6,10.5,
South Dakota,Custer,51244,45089,57399,8445,16.9,25.6,
South Dakota,Davison,48675,42777,54573,19885,23.0,17.4,
South Dakota,Day,43305,37806,48804,5588,22.0,24.4,
South Dakota,Deuel,51246,45515,56977,4312,23.0,21.0,
South Dakota,Dewey,34936,30841,39031,5662,35.1,10.0,
South Dakota,Douglas,49251,43043,55459,2973,22.8,24.8,
South Dakota,Edmunds,57148,50072,64224,3983,22.7,21.4,
South Dakota,Fall River,42007,37302,46712,6845,17.9,26.1,
South Dakota,Faulk,46633,40847,52419,2357,22.4,23.4,
South Dakota,Grant,52816,47022,58610,7241,22.4,20.0,
South Dakota,Gregory,36836,32522,41150,4217,22.7,24.1,
South Dakota,Haakon,43699,38159,49239,1847,22.4,23.2,
South Dakota,Hamlin,53944,48119,59769,5989,31.3,17.5,
South Dakota,Hand,51201,44872,57530,3345,21.0,24.5,
South Dakota,Hanson,61945,54832,69058,3419,33.0,13.6,
South Dakota,Harding,49220,43230,55210,1250,22.4,15.7,
South Dakota,Hughes,58340,52106,64574,17642,23.8,15.1,
South Dakota,Hutchinson,48879,43557,54201,7200,23.6,23.7,
South Dakota,Hyde,49184,43154,55214,1396,21.4,23.9,
South Dakota,Jackson,31922,28040,35804,3274,34.1,13.3,
South Dakota,Jerauld,48773,42675,54871,2007,23.2,24.9,
South Dakota,Jones,44876,39152,50600,975,21.1,21.6,
South Dakota,Kingsbury,51837,45922,57752,5075,22.1,21.5,
South Dakota,Lake,53175,46542,59808,12368,19.7,19.8,
South Dakota,Lawrence,45945,40993,50897,24657,18.3,18.5,
South Dakota,Lincoln,79857,73060,86654,51548,29.2,10.4,
South Dakota,Lyman,40639,35706,45572,3877,28.7,15.2,
South Dakota,McCook,57741,52364,63118,5649,26.2,19.5,
South Dakota,McPherson,38469,33764,43174,2429,22.2,28.2,
South Dakota,Marshall,50155,44397,55913,4683,21.4,19.8,
South Dakota,Meade,54771,50112,59430,26951,24.0,13.7,
South Dakota,Mellette,34237,30032,38442,2100,30.8,15.6,
South Dakota,Miner,49159,43318,55000,2316,23.7,21.8,
South Dakota,Minnehaha,55107,51720,58494,182882,25.1,12.2,
South Dakota,Moody,53654,47209,60099,6367,25.5,17.1,
South Dakota,Pennington,48379,45068,51690,108242,24.0,15.4,
South Dakota,Perkins,39936,34815,45057,3033,21.5,23.0,
South Dakota,Potter,52758,46451,59065,2340,20.6,28.4,
South Dakota,Roberts,45911,41762,50060,10374,28.5,18.1,
South Dakota,Sanborn,46281,40612,51950,2336,22.2,18.9,
South Dakota,Oglala Lakota,27244,23957,30531,14218,38.1,6.8,
South Dakota,Spink,48125,42300,53950,6598,24.0,19.6,
South Dakota,Stanley,67172,63263,71081,2983,23.9,17.1,
South Dakota,Sully,59879,52441,67317,1438,21.6,18.8,
South Dakota,Todd,27481,24077,30885,9882,40.4,7.3,
South Dakota,Tripp,40545,35827,45263,5512,22.4,21.6,
South Dakota,Turner,55708,49673,61743,8272,23.2,20.5,
South Dakota,Union,72041,63438,80644,15029,25.4,15.5,
South Dakota,Walworth,41831,36859,46803,5511,22.6,24.3,
South Dakota,Yankton,47363,41963,52763,22684,21.1,17.5,
South Dakota,Ziebach,32025,28848,35202,2826,35.7,6.7,
Tennessee,Anderson,46689,42365,51013,75528,21.0,18.9,
Tennessee,Bedford,42252,37440,47064,46627,26.2,14.4,
Tennessee,Benton,34382,30381,38383,16145,19.8,22.5,
Tennessee,Bledsoe,34948,31060,38836,13931,17.4,18.2,
Tennessee,Blount,47175,44015,50335,126339,21.1,18.4,
Tennessee,Bradley,43065,39182,46948,102975,22.4,15.8,
Tennessee,Campbell,33333,30633,36033,39918,21.0,19.3,
Tennessee,Cannon,41068,36021,46115,13757,21.2,18.1,
Tennessee,Carroll,36627,32641,40613,28370,21.6,19.7,
Tennessee,Carter,34354,31441,37267,56886,19.1,19.7,
Tennessee,Cheatham,51475,46359,56591,39764,23.6,13.2,
Tennessee,Chester,40980,35908,46052,17379,21.9,16.7,
Tennessee,Claiborne,33640,30575,36705,31592,19.6,18.5,
Tennessee,Clay,30744,26919,34569,7765,20.5,23.7,
Tennessee,Cocke,30860,27077,34643,35374,20.9,19.2,
Tennessee,Coffee,45235,42067,48403,53623,23.9,16.9,
Tennessee,Crockett,37853,33541,42165,14668,24.5,17.4,
Tennessee,Cumberland,40839,37717,43961,57985,18.3,28.9,
Tennessee,Davidson,48195,46053,50337,668347,21.5,11.1,
Tennessee,Decatur,37417,32800,42034,11666,20.0,22.7,
Tennessee,DeKalb,38595,34219,42971,19268,22.6,17.5,
Tennessee,Dickson,45914,41022,50806,50575,23.4,15.1,
Tennessee,Dyer,43425,39042,47808,37935,24.1,16.5,
Tennessee,Fayette,56573,50549,62597,39011,20.9,18.7,
Tennessee,Fentress,30299,26660,33938,17855,21.9,20.0,
Tennessee,Franklin,43851,39761,47941,41402,21.0,19.0,
Tennessee,Gibson,37498,34488,40508,49472,24.3,17.6,
Tennessee,Giles,41326,36620,46032,28853,21.0,18.9,
Tennessee,Grainger,35704,32470,38938,22864,21.1,18.5,
Tennessee,Greene,36740,33693,39787,68335,20.0,20.0,
Tennessee,Grundy,28086,25353,30819,13425,21.6,20.7,
Tennessee,Hamblen,37410,33240,41580,63036,23.4,17.6,
Tennessee,Hamilton,48380,46279,50481,351220,21.2,16.0,
Tennessee,Hancock,27323,24180,30466,6657,21.2,18.5,
Tennessee,Hardeman,35321,31396,39246,25965,20.0,16.3,
Tennessee,Hardin,36285,32577,39993,25870,20.8,21.0,
Tennessee,Hawkins,39506,35759,43253,56735,21.1,19.2,
Tennessee,Haywood,35470,31150,39790,18185,23.7,16.1,
Tennessee,Henderson,39303,34642,43964,28009,23.3,16.8,
Tennessee,Henry,37151,33101,41201,32204,21.0,21.6,
Tennessee,Hickman,37443,33424,41462,24384,21.8,15.6,
Tennessee,Houston,39753,35392,44114,8267,21.8,19.5,
Tennessee,Humphreys,42837,37405,48269,18135,22.0,19.0,
Tennessee,Jackson,35379,31772,38986,11568,19.1,20.8,
Tennessee,Jefferson,41235,38031,44439,52677,20.8,19.1,
Tennessee,Johnson,31330,27738,34922,17859,17.5,20.5,
Tennessee,Knox,47199,44908,49490,448644,21.5,14.5,
Tennessee,Lake,28524,24970,32078,7631,15.6,14.7,
Tennessee,Lauderdale,33595,29718,37472,27382,23.2,13.8,
Tennessee,Lawrence,34614,31312,37916,42274,24.9,17.5,
Tennessee,Lewis,36255,32856,39654,11906,22.2,18.7,
Tennessee,Lincoln,41802,38859,44745,33637,22.5,18.4,
Tennessee,Loudon,53945,48482,59408,50771,19.8,24.5,
Tennessee,McMinn,39528,35215,43841,52626,21.7,18.7,
Tennessee,McNairy,34882,30707,39057,26267,22.7,19.4,
Tennessee,Macon,36886,32934,40838,23003,24.6,15.5,
Tennessee,Madison,43113,39566,46660,98178,23.0,14.9,
Tennessee,Marion,40766,36688,44844,28407,21.3,18.1,
Tennessee,Marshall,42839,38534,47144,31269,23.8,15.1,
Tennessee,Maury,51303,46576,56030,85515,23.6,14.9,
Tennessee,Meigs,34801,31373,38229,11701,20.5,19.8,
Tennessee,Monroe,37392,33330,41454,45233,21.6,19.6,
Tennessee,Montgomery,50935,49088,52782,189961,27.2,8.6,
Tennessee,Moore,50358,44078,56638,6319,20.1,20.8,
Tennessee,Morgan,36390,32022,40758,21660,19.7,16.1,
Tennessee,Obion,40683,37578,43788,30941,22.2,18.9,
Tennessee,Overton,35884,32226,39542,22028,22.3,19.4,
Tennessee,Perry,33776,29645,37907,7822,21.6,21.0,
Tennessee,Pickett,31996,28043,35949,5124,18.6,25.2,
Tennessee,Polk,36643,32132,41154,16730,20.6,19.4,
Tennessee,Putnam,37693,33965,41421,74165,21.3,16.2,
Tennessee,Rhea,37952,33734,42170,32641,23.1,17.6,
Tennessee,Roane,43269,39054,47484,52748,19.8,21.2,
Tennessee,Robertson,52640,48130,57150,68079,25.1,13.5,
Tennessee,Rutherford,53799,50058,57540,288906,25.0,9.6,
Tennessee,Scott,31397,27615,35179,21987,24.5,15.6,
Tennessee,Sequatchie,44111,39950,48272,14704,21.8,19.2,
Tennessee,Sevier,39905,36653,43157,95110,21.1,17.7,
Tennessee,Shelby,44015,42159,45871,938803,25.5,11.6,
Tennessee,Smith,43659,39645,47673,19009,23.4,15.4,
Tennessee,Stewart,41590,36611,46569,13279,21.5,18.9,
Tennessee,Sullivan,38840,36594,41086,157047,19.9,20.3,
Tennessee,Sumner,58291,53993,62589,172706,24.3,14.6,
Tennessee,Tipton,52339,46604,58074,61623,25.6,13.1,
Tennessee,Trousdale,40251,35111,45391,8002,22.8,15.5,
Tennessee,Unicoi,37632,33067,42197,17963,19.4,21.8,
Tennessee,Union,37453,33571,41335,19113,23.3,16.3,
Tennessee,Van Buren,34884,30485,39283,5633,19.0,20.8,
Tennessee,Warren,36942,33010,40874,39969,23.6,16.8,
Tennessee,Washington,43212,40276,46148,126242,19.8,16.9,
Tennessee,Wayne,33573,29371,37775,16913,18.5,18.3,
Tennessee,Weakley,36205,32527,39883,34373,19.4,17.0,
Tennessee,White,35400,31621,39179,26301,22.0,19.2,
Tennessee,Williamson,97936,89638,106234,205226,28.1,11.6,
Tennessee,Wilson,60955,56523,65387,125376,24.2,14.5,
Texas,Anderson,42471,38806,46136,57627,19.2,13.8,
Texas,Andrews,66878,58751,75005,17477,30.6,9.9,
Texas,Angelina,42128,38788,45468,87750,26.1,15.0,
Texas,Aransas,44551,39773,49329,24972,18.6,26.6,
Texas,Archer,58867,52771,64963,8811,21.7,18.1,
Texas,Armstrong,55177,50089,60265,1955,23.4,21.4,
Texas,Atascosa,52785,48822,56748,47774,27.9,13.9,
Texas,Austin,58792,52860,64724,29114,24.2,17.6,
Texas,Bailey,36821,32071,41571,6910,30.3,15.0,
Texas,Bandera,50107,44468,55746,20892,17.4,24.6,
Texas,Bastrop,52886,47567,58205,78069,25.5,13.7,
Texas,Baylor,36027,31479,40575,3592,21.3,25.1,
Texas,Bee,40680,36225,45135,32863,21.3,11.4,
Texas,Bell,51048,49619,52477,329140,27.7,9.9,
Texas,Bexar,50699,49650,51748,1855866,26.2,11.3,
Texas,Blanco,57177,50153,64201,10812,19.2,22.4,
Texas,Borden,61750,53967,69533,652,21.6,20.6,
Texas,Bosque,44397,39332,49462,17780,21.8,23.9,
Texas,Bowie,41883,37306,46460,93275,23.8,15.5,
Texas,Brazoria,73788,70358,77218,338124,26.8,10.9,
Texas,Brazos,41641,38733,44549,209152,20.5,8.3,
Texas,Brewster,40179,35172,45186,9173,19.6,19.4,
Texas,Briscoe,42139,36768,47510,1536,21.8,23.9,
Texas,Brooks,27875,24396,31354,7194,28.1,18.2,
Texas,Brown,41316,37382,45250,37653,22.9,19.3,
Texas,Burleson,48140,43187,53093,17253,22.7,19.2,
Texas,Burnet,53203,47360,59046,44943,21.6,21.1,
Texas,Caldwell,47227,42776,51678,39810,24.2,13.3,
Texas,Calhoun,46705,41112,52298,21797,25.2,16.0,
Texas,Callahan,40796,35789,45803,13513,22.2,20.1,
Texas,Cameron,32215,30514,33916,420392,31.6,12.4,
Texas,Camp,37801,33799,41803,12621,26.1,17.3,
Texas,Carson,58425,51499,65351,6013,25.2,17.1,
Texas,Cass,39256,35019,43493,30261,22.5,21.2,
Texas,Castro,42966,38653,47279,7781,30.4,14.0,
Texas,Chambers,77281,67660,86902,38145,27.7,10.8,
Texas,Cherokee,38465,35153,41777,50902,25.6,16.1,
Texas,Childress,39025,34572,43478,7089,20.9,15.3,
Texas,Clay,50993,44818,57168,10370,21.6,20.3,
Texas,Cochran,39870,34985,44755,2935,28.3,14.9,
Texas,Coke,41593,36520,46666,3254,19.7,26.9,
Texas,Coleman,37497,34244,40750,8430,21.9,23.4,
Texas,Collin,86634,83312,89956,885241,27.2,9.7,
Texas,Collingsworth,38655,33800,43510,3017,28.3,17.5,
Texas,Colorado,46484,41913,51055,20719,22.9,20.7,
Texas,Comal,64533,58303,70763,123694,23.1,17.4,
Texas,Comanche,38280,34371,42189,13550,23.1,22.9,
Texas,Concho,40837,35954,45720,4050,12.9,15.7,
Texas,Cooke,57378,52001,62755,38761,24.2,17.4,
Texas,Coryell,47018,42867,51169,75562,24.8,9.0,
Texas,Cottle,32722,28543,36901,1415,21.8,24.5,
Texas,Crane,61098,54173,68023,4950,30.0,11.3,
Texas,Crockett,49614,43294,55934,3812,25.6,15.1,
Texas,Crosby,36627,32907,40347,5899,26.8,18.9,
Texas,Culberson,33637,29393,37881,2266,25.1,16.8,
Texas,Dallam,43523,38317,48729,7135,32.0,8.7,
Texas,Dallas,50118,48987,51249,2518638,26.9,9.7,
Texas,Dawson,41876,37075,46677,13372,25.0,14.7,
Texas,Deaf Smith,41499,36815,46183,19195,31.9,11.9,
Texas,Delta,38304,33611,42997,5238,22.0,22.0,
Texas,Denton,74569,71616,77522,753363,26.1,8.7,
Texas,DeWitt,45717,40168,51266,20684,22.1,19.4,
Texas,Dickens,35924,31610,40238,2218,18.9,20.9,
Texas,Dimmit,36856,32239,41473,11089,30.4,14.3,
Texas,Donley,37263,32856,41670,3543,19.7,23.3,
Texas,Duval,35069,30669,39469,11533,25.7,17.2,
Texas,Eastland,36591,32777,40405,18176,21.4,21.1,
Texas,Ector,55555,50586,60524,153904,29.8,9.6,
Texas,Edwards,35554,31018,40090,1879,20.2,26.0,
Texas,Ellis,61157,55928,66386,159317,27.0,11.9,
Texas,El Paso,40081,38614,41548,833487,28.3,11.3,
Texas,Erath,41914,36938,46890,40147,20.8,13.7,
Texas,Falls,35491,31846,39136,16989,21.2,17.3,
Texas,Fannin,43211,38976,47446,33752,21.0,18.8,
Texas,Fayette,49830,44609,55051,24833,20.9,23.8,
Texas,Fisher,44519,39188,49850,3831,20.7,23.1,
Texas,Floyd,36898,32293,41503,5949,27.2,18.7,
Texas,Foard,33442,29303,37581,1275,21.4,24.9,
Texas,Fort Bend,88516,82889,94143,685345,27.9,9.4,
Texas,Franklin,42099,36897,47301,10600,24.2,20.3,
Texas,Freestone,46526,40999,52053,19762,23.1,18.2,
Texas,Frio,34206,30888,37524,18531,24.4,11.6,
Texas,Gaines,50709,44673,56745,19425,35.1,9.3,
Texas,Galveston,58333,53787,62879,314198,24.7,12.8,
Texas,Garza,49947,44140,55754,6435,18.4,11.4,
Texas,Gillespie,52814,46120,59508,25520,19.4,28.5,
Texas,Glasscock,73335,63919,82751,1291,25.9,14.4,
Texas,Goliad,49369,43110,55628,7549,21.7,20.3,
Texas,Gonzales,42291,37812,46770,20462,26.5,16.1,
Texas,Gray,49012,43585,54439,23044,25.7,15.3,
Texas,Grayson,49261,45215,53307,123534,23.8,17.0,
Texas,Gregg,50020,46681,53359,123204,25.8,14.2,
Texas,Grimes,44795,39334,50256,27172,22.0,16.0,
Texas,Guadalupe,61825,57891,65759,147250,26.2,13.0,
Texas,Hale,40213,36821,43605,34720,27.7,13.0,
Texas,Hall,33324,29471,37177,3147,23.6,23.6,
Texas,Hamilton,41207,36162,46252,8199,20.8,25.8,
Texas,Hansford,50698,44313,57083,5509,29.0,14.5,
Texas,Hardeman,36992,32365,41619,3928,23.6,19.8,
Texas,Hardin,53872,48199,59545,55621,24.8,15.2,
Texas,Harris,54230,53044,55416,4441370,27.1,9.2,
Texas,Harrison,48461,43251,53671,67336,24.9,14.9,
Texas,Hartley,64182,59262,69102,6089,21.1,14.6,
Texas,Haskell,35607,31225,39989,5769,20.1,21.7,
Texas,Hays,59569,55917,63221,185025,23.6,10.0,
Texas,Hemphill,66505,57871,75139,4180,31.6,12.5,
Texas,Henderson,40921,38610,43232,79290,22.0,20.8,
Texas,Hidalgo,34368,32347,36389,831073,33.6,10.4,
Texas,Hill,41521,37547,45495,34848,23.9,20.1,
Texas,Hockley,50124,46443,53805,23577,26.9,13.5,
Texas,Hood,55472,49182,61762,53921,20.6,24.1,
Texas,Hopkins,44076,39894,48258,35921,25.2,17.2,
Texas,Houston,33698,29900,37496,22741,19.7,20.6,
Texas,Howard,47299,42960,51638,36651,21.9,12.3,
Texas,Hudspeth,32086,27992,36180,3211,24.5,17.2,
Texas,Hunt,43385,39633,47137,88493,23.9,15.4,
Texas,Hutchinson,51508,45753,57263,21773,26.4,14.7,
Texas,Irion,63054,55020,71088,1574,22.2,18.3,
Texas,Jack,52030,46274,57786,8855,21.7,16.3,
Texas,Jackson,52185,47265,57105,14739,26.1,16.7,
Texas,Jasper,41017,35846,46188,35552,24.3,18.2,
Texas,Jeff Davis,46364,40420,52308,2204,12.0,29.9,
Texas,Jefferson,41147,39061,43233,252235,23.7,13.4,
Texas,Jim Hogg,36929,32416,41442,5255,30.0,15.8,
Texas,Jim Wells,46200,41886,50514,41353,28.2,14.1,
Texas,Johnson,55926,51102,60750,157456,26.4,13.2,
Texas,Jones,41079,36448,45710,19936,17.8,14.4,
Texas,Karnes,43986,38502,49470,14906,21.2,14.5,
Texas,Kaufman,57585,52279,62891,111236,27.6,11.8,
Texas,Kendall,77764,68961,86567,38880,23.4,19.1,
Texas,Kenedy,38451,33428,43474,400,25.5,15.3,
Texas,Kent,43026,38361,47691,785,21.5,26.9,
Texas,Kerr,44113,39267,48959,50562,19.4,26.8,
Texas,Kimble,38750,34036,43464,4438,19.0,26.5,
Texas,King,64203,57438,70968,262,20.6,17.6,
Texas,Kinney,39335,34382,44288,3526,19.1,25.3,
Texas,Kleberg,40884,35737,46031,32190,24.5,12.4,
Texas,Knox,36929,32543,41315,3858,26.1,20.7,
Texas,Lamar,41009,37429,44589,49523,23.7,18.4,
Texas,Lamb,37111,33166,41056,13574,28.3,16.3,
Texas,Lampasas,50699,44975,56423,20156,23.4,18.0,
Texas,La Salle,38012,33358,42666,7474,20.7,13.2,
Texas,Lavaca,47041,42494,51588,19721,23.6,21.9,
Texas,Lee,52895,46895,58895,16742,22.6,17.7,
Texas,Leon,45159,39672,50646,16861,22.3,23.4,
Texas,Liberty,47123,42568,51678,78117,25.1,12.7,
Texas,Limestone,37256,33081,41431,23524,23.1,17.5,
Texas,Lipscomb,60810,54036,67584,3553,26.7,14.4,
Texas,Live Oak,51481,45389,57573,12091,20.0,19.8,
Texas,Llano,45096,39893,50299,19510,15.5,33.9,
Texas,Loving,55819,48407,63231,86,30.2,15.1,
Texas,Lubbock,45719,43515,47923,293974,24.2,11.8,
Texas,Lynn,41589,36584,46594,5771,27.3,15.8,
Texas,McCulloch,39649,35215,44083,8199,23.4,21.7,
Texas,McLennan,43488,40607,46369,243441,24.8,13.4,
Texas,McMullen,61571,53837,69305,805,20.5,22.9,
Texas,Madison,39030,34150,43910,13861,21.5,14.7,
Texas,Marion,34452,30363,38541,10149,18.4,23.6,
Texas,Martin,61896,55326,68466,5460,30.2,12.2,
Texas,Mason,42820,37413,48227,4071,20.1,27.4,
Texas,Matagorda,41587,36537,46637,36519,25.5,15.8,
Texas,Maverick,32248,28957,35539,57023,31.9,11.4,
Texas,Medina,53440,48197,58683,47894,23.9,15.5,
Texas,Menard,32580,28509,36651,2147,17.6,30.1,
Texas,Midland,74811,68052,81570,155830,27.6,10.2,
Texas,Milam,41849,37144,46554,24256,24.8,19.4,
Texas,Mills,38564,33914,43214,4870,22.4,25.2,
Texas,Mitchell,41363,36212,46514,9076,20.0,13.8,
Texas,Montague,48996,44119,53873,19416,23.0,21.5,
Texas,Montgomery,70929,67084,74774,518947,26.8,12.0,
Texas,Moore,42839,38049,47629,22148,31.3,10.2,
Texas,Morris,37954,33447,42461,12743,22.9,21.0,
Texas,Motley,37936,33108,42764,1153,19.9,28.4,
Texas,Nacogdoches,38895,36296,41494,65301,23.5,13.1,
Texas,Navarro,43091,39250,46932,48195,26.2,16.2,
Texas,Newton,39135,34176,44094,14138,21.7,17.7,
Texas,Nolan,38742,34068,43416,15093,25.8,16.9,
Texas,Nueces,51222,49231,53213,356221,25.3,13.0,
Texas,Ochiltree,61773,54475,69071,10758,31.5,10.3,
Texas,Oldham,54458,47516,61400,2070,28.1,13.9,
Texas,Orange,48834,43837,53831,83433,24.7,15.1,
Texas,Palo Pinto,40862,36567,45157,28096,24.2,18.2,
Texas,Panola,48822,44821,52823,23769,24.2,16.9,
Texas,Parker,67655,62329,72981,123164,24.4,14.8,
Texas,Parmer,41813,38106,45520,9908,29.1,12.7,
Texas,Pecos,44817,39682,49952,15893,24.5,12.4,
Texas,Polk,41401,37187,45615,46079,20.5,19.9,
Texas,Potter,38224,35274,41174,121627,27.6,11.6,
Texas,Presidio,34258,30257,38259,6976,26.0,21.0,
Texas,Rains,47834,44041,51627,11032,20.2,23.6,
Texas,Randall,64636,60697,68575,128220,24.3,13.6,
Texas,Reagan,62376,54360,70392,3755,30.3,10.3,
Texas,Real,37294,33440,41148,3371,17.3,28.5,
Texas,Red River,34340,30175,38505,12446,20.2,22.8,
Texas,Reeves,39006,34638,43374,14349,22.5,12.0,
Texas,Refugio,43654,38197,49111,7302,23.1,20.7,
Texas,Roberts,69424,61474,77374,928,24.7,18.6,
Texas,Robertson,43194,38583,47805,16500,24.4,18.5,
Texas,Rockwall,84692,77622,91762,87809,27.7,11.8,
Texas,Runnels,38607,33961,43253,10416,24.0,20.6,
Texas,Rusk,46427,42262,50592,53923,23.2,15.1,
Texas,Sabine,35701,31277,40125,10350,18.6,28.6,
Texas,San Augustine,32826,28686,36966,8610,20.4,25.3,
Texas,San Jacinto,43087,37740,48434,27099,22.4,20.0,
Texas,San Patricio,51958,48074,55842,66915,27.3,14.2,
Texas,San Saba,38000,33265,42735,5622,20.8,22.8,
Texas,Schleicher,50361,44152,56570,3162,29.2,15.1,
Texas,Scurry,56444,49551,63337,17328,25.5,13.7,
Texas,Shackelford,55130,48572,61688,3343,23.5,18.5,
Texas,Shelby,35772,32080,39464,25515,26.4,16.1,
Texas,Sherman,49309,43419,55199,3084,27.8,14.0,
Texas,Smith,45363,41837,48889,218842,24.9,15.5,
Texas,Somervell,51733,45940,57526,8694,23.5,18.1,
Texas,Starr,26699,23750,29648,62955,33.0,11.3,
Texas,Stephens,44110,38909,49311,9405,22.3,19.1,
Texas,Sterling,59854,52178,67530,1339,26.7,16.7,
Texas,Stonewall,42780,37336,48224,1403,22.4,25.8,
Texas,Sutton,60435,52796,68074,3972,25.5,16.1,
Texas,Swisher,37527,32762,42292,7581,25.4,18.1,
Texas,Tarrant,58127,56567,59687,1945360,27.1,10.2,
Texas,Taylor,45559,42456,48662,135143,24.6,13.9,
Texas,Terrell,39503,34372,44634,927,20.1,23.0,
Texas,Terry,38752,33946,43558,12739,26.9,14.6,
Texas,Throckmorton,43618,38641,48595,1608,21.5,25.3,
Texas,Titus,40680,36694,44666,32506,29.2,13.2,
Texas,Tom Green,45261,40934,49588,116608,23.6,14.5,
Texas,Travis,61779,60153,63405,1151145,23.0,8.4,
Texas,Trinity,36645,32822,40468,14224,19.6,25.3,
Texas,Tyler,40442,35507,45377,21418,19.4,20.6,
Texas,Upshur,46346,41598,51094,40354,24.0,17.1,
