State,County,Household Income,95% CI - Low,95% CI - High,Population,% < 18,% 65 and over,
Alabama,Autauga,54366,50255,58477,55395,25.2,13.8,
Alabama,Baldwin,49626,45920,53332,200111,22.2,18.7,
Alabama,Barbour,34971,31997,37945,26887,21.2,16.5,
Alabama,Bibb,39546,35731,43361,22506,21.0,14.8,
Alabama,Blount,45567,41180,49954,57719,23.6,17.0,
Alabama,Bullock,26580,23172,29988,10764,21.4,14.9,
Alabama,Butler,32512,28887,36137,20296,23.6,18.0,
Alabama,Calhoun,41123,38748,43498,115916,22.2,16.0,
Alabama,Chambers,34116,30578,37654,34076,21.4,18.3,
Alabama,Cherokee,38013,33968,42058,26037,20.4,20.9,
Alabama,Chilton,41450,37133,45767,43931,24.2,15.2,
Alabama,Choctaw,35049,30887,39211,13323,20.6,20.8,
Alabama,Clarke,36620,32360,40880,24945,22.6,18.0,
Alabama,Clay,35940,31795,40085,13552,21.6,19.4,
Alabama,Cleburne,40418,35407,45429,15080,23.3,18.4,
Alabama,Coffee,46931,44060,49802,50909,23.7,15.9,
Alabama,Colbert,43057,40099,46015,54543,21.7,18.5,
Alabama,Conecuh,29101,25442,32760,12670,21.4,20.4,
Alabama,Coosa,34679,30514,38844,10886,18.3,18.5,
Alabama,Covington,36149,32975,39323,37914,22.1,19.8,
Alabama,Crenshaw,34445,30262,38628,13977,22.7,18.0,
Alabama,Cullman,39922,36146,43698,81289,22.5,17.6,
Alabama,Dale,41940,38584,45296,49484,23.6,15.4,
Alabama,Dallas,26602,23878,29326,41711,25.2,15.6,
Alabama,DeKalb,36241,32061,40421,71065,24.7,15.7,
Alabama,Elmore,54298,49471,59125,80977,23.0,14.0,
Alabama,Escambia,37077,33065,41089,37733,22.0,16.7,
Alabama,Etowah,39904,37222,42586,103531,22.1,17.3,
Alabama,Fayette,35664,31761,39567,16874,21.7,19.6,
Alabama,Franklin,33881,30117,37645,31601,24.3,15.9,
Alabama,Geneva,34425,30392,38458,26712,22.2,19.2,
Alabama,Greene,26504,23146,29862,8553,23.3,17.9,
Alabama,Hale,33315,29181,37449,15184,23.3,17.3,
Alabama,Henry,39930,35163,44697,17190,21.2,20.8,
Alabama,Houston,40124,37630,42618,104193,23.7,16.1,
Alabama,Jackson,36923,32947,40899,52665,21.7,18.6,
Alabama,Jefferson,44852,42776,46928,660793,23.1,14.3,
Alabama,Lamar,34553,30439,38667,14086,21.7,20.5,
Alabama,Lauderdale,41324,37954,44694,93096,20.5,18.2,
Alabama,Lawrence,41574,36981,46167,33477,21.7,16.8,
Alabama,Lee,41256,37935,44577,154255,21.6,10.3,
Alabama,Limestone,51175,46719,55631,90787,23.4,13.8,
Alabama,Lowndes,30675,27045,34305,10580,23.1,17.4,
Alabama,Macon,28518,25207,31829,19425,18.3,16.8,
Alabama,Madison,58833,54979,62687,350299,22.4,13.7,
Alabama,Marengo,32977,28925,37029,20110,23.0,18.6,
Alabama,Marion,37707,34952,40462,30271,21.2,20.1,
Alabama,Marshall,36536,32889,40183,94636,24.5,16.3,
Alabama,Mobile,42943,40541,45345,415123,24.0,14.5,
Alabama,Monroe,34733,30448,39018,21947,23.4,17.9,
Alabama,Montgomery,43054,39954,46154,226189,24.0,13.3,
Alabama,Morgan,45082,41845,48319,119607,23.1,15.9,
Alabama,Perry,27403,24817,29989,9826,22.4,17.9,
Alabama,Pickens,31933,28110,35756,20365,20.5,17.8,
Alabama,Pike,31844,29248,34440,33389,19.4,14.1,
Alabama,Randolph,36939,33289,40589,22539,22.0,19.6,
Alabama,Russell,35585,32256,38914,59608,25.3,12.5,
Alabama,St. Clair,50571,46336,54806,86697,23.0,15.3,
Alabama,Shelby,69432,64346,74518,206655,24.4,13.0,
Alabama,Sumter,25413,22240,28586,13166,19.7,16.3,
Alabama,Talladega,39999,36391,43607,81322,22.3,16.1,
Alabama,Tallapoosa,36779,32992,40566,41165,21.1,19.6,
Alabama,Tuscaloosa,46892,44259,49525,202212,21.1,11.7,
Alabama,Walker,37245,33326,41164,65471,22.1,18.2,
Alabama,Washington,41321,37096,45546,16834,22.5,17.0,
Alabama,Wilcox,24035,21001,27069,11098,24.8,17.7,
Alabama,Winston,35528,32710,38346,24150,20.9,20.0,
Alaska,Aleutians East,55462,49257,61667,3360,10.1,6.6,
Alaska,Aleutians West,68387,61585,75189,5750,12.3,5.4,
Alaska,Anchorage,75200,71300,79100,301010,24.9,8.9,
Alaska,Bethel,45808,41525,50091,17868,36.1,6.6,
Alaska,Bristol Bay,75364,68799,81929,957,20.1,9.7,
Alaska,Denali,69692,61974,77410,1921,18.8,8.5,
Alaska,Dillingham,51082,45334,56830,4988,31.9,7.9,
Alaska,Fairbanks North Star,67801,62115,73487,99357,24.1,8.0,
Alaska,Haines,67260,63467,71053,2566,19.1,16.8,
Alaska,Juneau,80835,71656,90014,32406,22.1,10.6,
Alaska,Kenai Peninsula,62532,58613,66451,57477,23.1,14.2,
Alaska,Ketchikan Gateway,57776,52438,63114,13787,22.8,12.5,
Alaska,Kodiak Island,67972,61665,74279,13986,26.0,8.6,
Alaska,Lake and Peninsula,45570,40395,50745,1631,28.1,9.0,
Alaska,Matanuska-Susitna,73981,70473,77489,97882,27.3,9.6,
Alaska,Nome,47160,41994,52326,9817,34.9,7.3,
Alaska,North Slope,75682,67081,84283,9703,25.8,4.8,
Alaska,Northwest Arctic,65192,60893,69491,7717,36.1,6.9,
Alaska,Prince of Wales-Outer Ketchikan,43245,38248,48242,6396,24.1,11.4,
Alaska,Sitka,65765,57873,73657,8900,22.2,13.2,
Alaska,Skagway-Hoonah-Angoon,57496,,,3118,17.3,14.6,
Alaska,Southeast Fairbanks,59641,52946,66336,6931,25.6,12.0,
Alaska,Valdez-Cordova,73998,68487,79509,9488,24.5,10.1,
Alaska,Wade Hampton,30877,27768,33986,8010,42.0,5.2,
Alaska,Wrangell-Petersburg,54749,,,5524,21.5,15.2,
Alaska,Yakutat,52595,45942,59248,635,19.2,12.8,
Alaska,Yukon-Koyukuk,36708,33262,40154,5547,27.8,13.3,
Arizona,Apache,32366,29361,35371,71828,29.3,13.5,
Arizona,Cochise,45025,42293,47757,127448,22.4,19.9,
Arizona,Coconino,48653,44337,52969,137682,21.8,11.1,
Arizona,Gila,37677,34004,41350,53119,20.4,26.6,
Arizona,Graham,46046,41846,50246,37957,28.3,12.3,
Arizona,Greenlee,59416,52000,66832,9346,28.1,11.6,
Arizona,La Paz,32533,28624,36442,20231,17.4,36.1,
Arizona,Maricopa,53929,52801,55057,4087191,25.1,13.8,
Arizona,Mohave,37704,35309,40099,203361,18.7,26.9,
Arizona,Navajo,35457,32021,38893,108101,28.0,15.8,
Arizona,Pima,45871,44395,47347,1004516,21.9,17.7,
Arizona,Pinal,49876,47175,52577,401918,24.4,18.0,
Arizona,Santa Cruz,37465,33575,41355,46695,28.3,15.8,
Arizona,Yavapai,44145,42000,46290,218844,17.4,28.1,
Arizona,Yuma,39700,37304,42096,203247,26.2,17.4,
Arkansas,Arkansas,36409,32620,40198,18594,23.0,17.5,
Arkansas,Ashley,36176,32679,39673,20948,23.6,18.4,
Arkansas,Baxter,37873,34189,41557,40857,17.8,30.0,
Arkansas,Benton,57408,53337,61479,242321,27.0,13.0,
Arkansas,Boone,39779,36078,43480,37196,22.6,19.8,
Arkansas,Bradley,32734,28841,36627,11148,23.4,18.3,
Arkansas,Calhoun,39493,34546,44440,5202,18.1,19.8,
Arkansas,Carroll,36964,34199,39729,27744,22.1,21.1,
Arkansas,Chicot,29541,25839,33243,11180,23.2,19.2,
Arkansas,Clark,38504,34318,42690,22576,19.2,16.1,
Arkansas,Clay,33826,29983,37669,15118,20.4,21.4,
Arkansas,Cleburne,40555,35940,45170,25634,19.8,25.4,
Arkansas,Cleveland,43201,38073,48329,8449,23.4,19.1,
Arkansas,Columbia,37495,33178,41812,23933,21.6,16.6,
Arkansas,Conway,42348,37663,47033,21083,23.1,18.3,
Arkansas,Craighead,42851,39436,46266,102518,24.9,13.0,
Arkansas,Crawford,43466,40036,46896,61697,25.1,15.3,
Arkansas,Crittenden,35455,31580,39330,49548,27.9,12.1,
Arkansas,Cross,38597,34774,42420,17227,24.0,17.6,
Arkansas,Dallas,34018,30131,37905,7755,22.3,20.5,
Arkansas,Desha,33028,28975,37081,12264,25.6,17.1,
Arkansas,Drew,36801,32608,40994,18622,22.4,16.1,
Arkansas,Faulkner,51436,47400,55472,120768,23.9,11.2,
Arkansas,Franklin,40404,37341,43467,17805,23.6,18.0,
Arkansas,Fulton,33347,29089,37605,12125,20.4,25.4,
Arkansas,Garland,40621,37709,43533,97322,20.9,21.7,
Arkansas,Grant,46067,41140,50994,18144,23.5,16.1,
Arkansas,Greene,42572,38153,46991,43694,24.6,15.0,
Arkansas,Hempstead,33136,29351,36921,22327,26.4,16.3,
Arkansas,Hot Spring,37831,33931,41731,33368,21.6,17.2,
Arkansas,Howard,37336,34190,40482,13500,26.1,16.9,
Arkansas,Independence,41085,37161,45009,36959,24.0,17.0,
Arkansas,Izard,32744,29214,36274,13486,18.2,25.0,
Arkansas,Jackson,32427,28729,36125,17534,20.4,16.7,
Arkansas,Jefferson,35927,31914,39940,72297,23.3,15.1,
Arkansas,Johnson,34923,31463,38383,26005,24.8,15.8,
Arkansas,Lafayette,32225,28325,36125,7111,20.2,21.5,
Arkansas,Lawrence,34916,30766,39066,16931,22.6,19.3,
Arkansas,Lee,28006,24554,31458,9860,19.6,16.7,
Arkansas,Lincoln,37644,32795,42493,13970,17.8,13.5,
Arkansas,Little River,37691,32910,42472,12532,22.2,19.5,
Arkansas,Logan,36391,32202,40580,21958,22.4,19.2,
Arkansas,Lonoke,54459,50077,58841,71557,26.4,12.6,
Arkansas,Madison,39158,35636,42680,15740,23.5,17.5,
Arkansas,Marion,33181,29062,37300,16367,17.3,26.8,
Arkansas,Miller,40877,38367,43387,43428,24.1,15.2,
Arkansas,Mississippi,33577,30399,36755,44235,26.7,13.4,
Arkansas,Monroe,30682,26971,34393,7582,21.2,20.3,
Arkansas,Montgomery,34597,30300,38894,9082,19.2,25.4,
Arkansas,Nevada,30935,27100,34770,8723,22.7,19.4,
Arkansas,Newton,35895,32610,39180,7904,19.5,24.3,
Arkansas,Ouachita,34971,30635,39307,24828,23.0,18.3,
Arkansas,Perry,40556,35829,45283,10245,22.1,17.9,
Arkansas,Phillips,28171,24778,31564,19930,27.2,16.3,
Arkansas,Pike,36893,32823,40963,11024,22.8,18.6,
Arkansas,Poinsett,35851,32921,38781,24246,23.7,17.1,
Arkansas,Polk,33127,29369,36885,20225,23.4,21.7,
Arkansas,Pope,39909,36068,43750,63201,22.8,14.4,
Arkansas,Prairie,39896,35559,44233,8304,20.2,22.0,
Arkansas,Pulaski,45698,42603,48793,392702,23.7,13.5,
Arkansas,Randolph,37761,34517,41005,17571,22.5,19.9,
Arkansas,St. Francis,30489,27137,33841,26899,22.5,13.9,
Arkansas,Saline,55915,51068,60762,115719,23.8,17.1,
Arkansas,Scott,33202,29829,36575,10693,23.6,18.7,
Arkansas,Searcy,31765,29257,34273,7929,20.3,23.6,
Arkansas,Sebastian,39907,36659,43155,126776,24.5,14.5,
Arkansas,Sevier,37014,32959,41069,17426,28.8,13.6,
Arkansas,Sharp,32101,28409,35793,16906,20.4,25.7,
Arkansas,Stone,30010,26867,33153,12494,20.1,25.4,
Arkansas,Union,40841,36404,45278,40227,23.9,16.6,
Arkansas,Van Buren,32975,29890,36060,16851,19.7,24.6,
Arkansas,Washington,45589,42404,48774,220792,25.3,10.7,
Arkansas,White,42044,37435,46653,78592,23.8,15.1,
Arkansas,Woodruff,29969,26552,33386,6910,21.9,21.2,
Arkansas,Yell,37080,33298,40862,21951,25.1,17.1,
California,Alameda,76996,75557,78435,1610921,21.4,12.5,
California,Alpine,53003,47312,58694,1116,20.0,21.1,
California,Amador,54610,48643,60577,36742,15.3,25.1,
California,Butte,42302,39874,44730,224241,20.2,17.0,
California,Calaveras,53321,47856,58786,44624,17.7,25.1,
California,Colusa,48006,43296,52716,21419,28.0,13.1,
California,Contra Costa,80338,78029,82647,1111339,23.4,14.2,
California,Del Norte,41419,37561,45277,27212,21.2,15.6,
California,El Dorado,70235,64830,75640,183087,20.9,18.0,
California,Fresno,43338,41158,45518,965974,28.9,11.2,
California,Glenn,43755,38742,48768,27955,26.7,14.9,
California,Humboldt,40581,37512,43650,134809,19.5,15.4,
California,Imperial,38737,34800,42674,179091,28.5,12.0,
California,Inyo,49267,43333,55201,18410,20.6,21.4,
California,Kern,47451,44860,50042,874589,29.4,9.9,
California,Kings,44490,40251,48729,150269,27.5,9.1,
California,Lake,36333,32500,40166,64184,20.4,20.6,
California,Lassen,49995,44723,55267,31749,17.0,12.5,
California,Los Angeles,55686,55065,56307,10116705,22.8,12.2,
California,Madera,43171,39512,46830,154548,27.6,12.8,
California,Marin,94549,87083,102015,260750,20.5,19.4,
California,Mariposa,47781,43754,51808,17682,16.7,24.5,
California,Mendocino,42840,39456,46224,87869,21.9,18.9,
California,Merced,43818,40799,46837,266353,30.0,10.5,
California,Modoc,39172,35170,43174,9023,20.1,23.2,
California,Mono,59181,52541,65821,13997,19.5,11.8,
California,Monterey,57428,54949,59907,431344,26.4,12.0,
California,Napa,71063,66047,76079,141667,21.8,16.8,
California,Nevada,57118,51859,62377,98893,17.8,23.4,
California,Orange,76061,74626,77496,3145515,23.0,13.1,
California,Placer,75689,72491,78887,371694,22.9,17.8,
California,Plumas,47964,42241,53687,18606,17.2,24.7,
California,Riverside,56877,55861,57893,2329271,26.3,13.2,
California,Sacramento,55803,54519,57087,1482026,24.4,12.8,
California,San Benito,68166,63006,73326,58267,26.8,11.4,
California,San Bernardino,51951,50938,52964,2112619,27.2,10.3,
California,San Diego,66034,64881,67187,3263431,22.3,12.7,
California,San Francisco,83788,80602,86974,852469,13.4,14.4,
California,San Joaquin,51527,50028,53026,715597,27.8,11.8,
California,San Luis Obispo,61775,57991,65559,279083,18.1,17.5,
California,San Mateo,100806,99253,102359,758581,21.5,14.7,
California,Santa Barbara,62116,58412,65820,440668,22.4,14.0,
California,Santa Clara,97219,94975,99463,1894605,23.1,12.2,
California,Santa Cruz,64257,59069,69445,271804,20.1,13.5,
California,Shasta,43661,40921,46401,179804,21.6,19.2,
California,Sierra,47293,41324,53262,3003,15.7,26.8,
California,Siskiyou,38641,35206,42076,43628,20.3,22.7,
California,Solano,67106,63235,70977,431131,22.9,13.5,
California,Sonoma,66949,63533,70365,500292,20.6,16.7,
California,Stanislaus,50917,49443,52391,531997,27.3,12.1,
California,Sutter,51827,48077,55577,95847,26.4,14.5,
California,Tehama,40782,36875,44689,63067,24.0,17.8,
California,Trinity,34961,31370,38552,13170,16.9,24.0,
California,Tulare,42360,40059,44661,458198,31.6,10.4,
California,Tuolumne,49476,44400,54552,53831,16.8,23.5,
California,Ventura,74967,72804,77130,846178,24.2,13.6,
California,Yolo,54509,50551,58467,207590,21.7,11.5,
California,Yuba,41403,37037,45769,73966,27.8,11.4,
Colorado,Adams,59316,56954,61678,480718,27.7,9.6,
Colorado,Alamosa,38140,33611,42669,16177,23.9,12.6,
Colorado,Arapahoe,65359,63121,67597,618821,24.5,11.9,
Colorado,Archuleta,44508,39292,49724,12244,18.3,22.9,
Colorado,Baca,36294,31775,40813,3645,21.3,25.7,
Colorado,Bent,35424,31046,39802,5630,16.2,16.9,
Colorado,Boulder,71546,67645,75447,313333,20.3,12.2,
Colorado,Broomfield,85885,79581,92189,62138,24.7,12.2,
Colorado,Chaffee,48840,44148,53532,18363,15.8,23.0,
Colorado,Cheyenne,52273,46425,58121,1871,25.0,18.2,
Colorado,Clear Creek,69115,61126,77104,9187,15.4,17.9,
Colorado,Conejos,33998,30117,37879,8265,27.1,17.4,
Colorado,Costilla,27882,24505,31259,3568,18.2,25.8,
Colorado,Crowley,32570,28736,36404,5360,14.3,13.0,
Colorado,Custer,48368,42288,54448,4361,14.6,29.0,
Colorado,Delta,45283,40636,49930,29870,20.9,23.5,
Colorado,Denver,54872,52700,57044,663862,20.9,10.9,
Colorado,Dolores,44235,38610,49860,1978,20.4,22.0,
Colorado,Douglas,107250,100224,114276,314638,28.3,9.9,
Colorado,Eagle,76661,69970,83352,52921,23.2,8.1,
Colorado,Elbert,83603,76766,90440,24195,22.5,13.9,
Colorado,El Paso,59286,56762,61810,663519,25.1,11.5,
Colorado,Fremont,41385,37783,44987,46502,16.5,20.3,
Colorado,Garfield,62529,56884,68174,57461,25.9,10.7,
Colorado,Gilpin,64752,56768,72736,5851,18.7,13.2,
Colorado,Grand,59379,52591,66167,14546,18.4,13.9,
Colorado,Gunnison,48940,42954,54926,15725,17.9,11.2,
Colorado,Hinsdale,51241,44714,57768,786,18.7,25.7,
Colorado,Huerfano,32750,28674,36826,6462,15.5,29.7,
Colorado,Jackson,45073,39392,50754,1396,17.8,20.9,
Colorado,Jefferson,70687,69115,72259,558503,20.9,14.7,
Colorado,Kiowa,42310,38328,46292,1402,20.5,24.1,
Colorado,Kit Carson,46394,41049,51739,8072,22.5,17.2,
Colorado,Lake,46765,41005,52525,7357,23.1,11.0,
Colorado,La Plata,60658,55928,65388,53989,19.4,14.2,
Colorado,Larimer,57659,54152,61166,324122,20.5,13.9,
Colorado,Las Animas,39625,35274,43976,14052,19.0,22.3,
Colorado,Lincoln,41248,36096,46400,5510,19.7,17.4,
Colorado,Logan,45439,39920,50958,22524,18.8,15.7,
Colorado,Mesa,50106,46073,54139,148255,22.4,16.9,
Colorado,Mineral,51257,45489,57025,698,12.6,26.5,
Colorado,Moffat,56193,49297,63089,12928,25.9,12.9,
Colorado,Montezuma,44163,39951,48375,25772,22.7,19.1,
Colorado,Montrose,46336,43656,49016,40873,22.5,21.3,
Colorado,Morgan,47631,43330,51932,28328,26.4,15.4,
Colorado,Otero,33043,29189,36897,18488,24.3,19.0,
Colorado,Ouray,57242,50212,64272,4629,17.0,24.6,
Colorado,Park,58487,52416,64558,16345,16.7,16.2,
Colorado,Phillips,47006,41396,52616,4363,24.0,20.8,
Colorado,Pitkin,73274,63953,82595,17626,16.3,15.6,
Colorado,Prowers,39184,34370,43998,12034,26.2,16.1,
Colorado,Pueblo,41382,38601,44163,161875,23.2,17.1,
Colorado,Rio Blanco,63184,56307,70061,6707,24.6,13.7,
Colorado,Rio Grande,40593,35757,45429,11607,23.9,18.6,
Colorado,Routt,66846,60595,73097,23865,19.2,12.3,
Colorado,Saguache,31227,27290,35164,6196,22.5,18.9,
Colorado,San Juan,40006,35144,44868,720,13.6,20.4,
Colorado,San Miguel,59603,52552,66654,7840,18.9,10.4,
Colorado,Sedgwick,44562,40205,48919,2348,20.3,24.4,
Colorado,Summit,68352,60315,76389,29404,16.3,10.8,
Colorado,Teller,62380,54821,69939,23389,18.5,18.0,
Colorado,Washington,45784,40331,51237,4780,22.0,20.8,
Colorado,Weld,61501,58334,64668,277670,26.9,11.1,
Colorado,Yuma,46838,41237,52439,10202,26.5,17.4,
Connecticut,Fairfield,85336,82179,88493,945438,23.6,14.4,
Connecticut,Hartford,65809,64049,67569,897985,21.7,15.6,
Connecticut,Litchfield,73413,70453,76373,184993,19.4,18.4,
Connecticut,Middlesex,76365,70946,81784,164943,19.4,17.7,
Connecticut,New Haven,60387,58507,62267,861277,21.1,15.6,
Connecticut,New London,65813,63169,68457,273676,20.3,16.0,
Connecticut,Tolland,78653,74930,82376,151367,18.5,14.0,
Connecticut,Windham,57547,52693,62401,116998,20.7,14.7,
Delaware,Kent,54271,51115,57427,171987,23.6,15.6,
Delaware,New Castle,64632,61664,67600,552778,22.2,13.8,
Delaware,Sussex,53316,50062,56570,210849,19.5,24.2,
District of Columbia,District of Columbia,69992,68065,71919,658893,17.5,11.3,
Florida,Alachua,44325,40880,47770,256380,18.1,12.5,
Florida,Baker,47121,41405,52837,27093,24.8,12.9,
Florida,Bay,44800,41305,48295,178985,21.6,16.1,
Florida,Bradford,39980,35183,44777,26702,20.2,17.6,
Florida,Brevard,47973,45945,50001,556885,18.7,22.6,
Florida,Broward,51485,50340,52630,1869235,21.5,15.3,
Florida,Calhoun,35256,31192,39320,14532,20.8,17.3,
Florida,Charlotte,43242,40630,45854,168474,13.0,37.7,
Florida,Citrus,36383,33793,38973,139377,15.0,35.2,
Florida,Clay,58539,54362,62716,199798,24.2,14.2,
Florida,Collier,58403,55138,61668,348777,18.3,29.4,
Florida,Columbia,38484,35217,41751,67857,21.8,17.3,
Florida,DeSoto,36945,33740,40150,35012,20.9,19.7,
Florida,Dixie,32121,28348,35894,15907,19.1,22.0,
Florida,Duval,46013,44297,47729,897698,22.9,12.8,
Florida,Escambia,46139,44066,48212,310659,20.8,15.7,
Florida,Flagler,51556,49664,53448,102408,18.1,28.4,
Florida,Franklin,36788,33026,40550,11815,16.6,20.1,
Florida,Gadsden,35849,32126,39572,46281,22.2,15.5,
Florida,Gilchrist,40788,36122,45454,16997,20.4,19.4,
Florida,Glades,38783,34008,43558,13635,17.1,26.5,
Florida,Gulf,38419,33655,43183,15944,15.5,18.1,
Florida,Hamilton,31734,28014,35454,14048,19.3,15.9,
Florida,Hardee,35371,31253,39489,27469,26.7,14.8,
Florida,Hendry,38494,34226,42762,38505,28.1,12.7,
Florida,Hernando,40094,37424,42764,175855,18.7,27.5,
Florida,Highlands,35787,33263,38311,98236,17.8,33.8,
Florida,Hillsborough,50758,49732,51784,1316298,23.2,13.1,
Florida,Holmes,35651,32198,39104,19650,20.3,18.9,
Florida,Indian River,47548,43359,51737,144755,17.5,30.0,
Florida,Jackson,36876,32987,40765,48801,18.8,18.0,
Florida,Jefferson,40205,35586,44824,14050,17.5,20.1,
Florida,Lafayette,38071,33188,42954,8835,20.1,14.0,
Florida,Lake,46895,44344,49446,315690,19.8,26.0,
Florida,Lee,49147,47341,50953,679513,18.7,26.3,
Florida,Leon,45463,42512,48414,283988,19.1,11.4,
Florida,Levy,37433,34279,40587,39613,19.8,22.9,
Florida,Liberty,38473,34939,42007,8360,19.0,11.8,
Florida,Madison,33017,28791,37243,18518,20.0,17.9,
Florida,Manatee,51673,49832,53514,351746,19.5,25.5,
Florida,Marion,39860,37885,41835,339167,18.8,27.9,
Florida,Martin,55472,52108,58836,153392,16.8,29.3,
Florida,Miami-Dade,42754,41522,43986,2662874,20.6,15.2,
Florida,Monroe,57411,54032,60790,77136,15.3,20.5,
Florida,Nassau,56728,50807,62649,76619,20.4,20.0,
Florida,Okaloosa,55952,51865,60039,196512,22.2,15.1,
Florida,Okeechobee,37065,33259,40871,39149,22.7,17.9,
Florida,Orange,47069,45463,48675,1253001,22.7,10.8,
Florida,Osceola,42945,39979,45911,310211,25.1,12.7,
Florida,Palm Beach,52225,50804,53646,1397710,19.5,22.7,
Florida,Pasco,45219,43693,46745,485331,20.5,22.5,
Florida,Pinellas,45162,43879,46445,938098,17.1,23.0,
Florida,Polk,42768,40658,44878,634638,22.8,19.5,
Florida,Putnam,32054,28985,35123,72143,21.6,21.1,
Florida,St. Johns,66560,63578,69542,217919,22.0,18.2,
Florida,St. Lucie,42722,39697,45747,291028,20.8,22.6,
Florida,Santa Rosa,58587,54038,63136,163422,22.6,14.5,
Florida,Sarasota,52109,50397,53821,396962,15.0,33.9,
Florida,Seminole,56443,53834,59052,442516,21.4,14.3,
Florida,Sumter,51907,47581,56233,114350,7.4,52.9,
Florida,Suwannee,38177,34516,41838,44022,21.4,19.6,
Florida,Taylor,36374,32020,40728,22582,19.0,18.0,
Florida,Union,40207,35348,45066,15190,19.2,12.4,
Florida,Volusia,40881,39311,42451,507531,18.0,23.2,
Florida,Wakulla,51642,46432,56852,31432,20.8,13.2,
Florida,Walton,46867,42550,51184,61530,20.2,18.7,
Florida,Washington,36482,32451,40513,24451,19.8,17.3,
Georgia,Appling,36642,32341,40943,18540,25.4,15.6,
Georgia,Atkinson,31740,27727,35753,8223,28.1,11.8,
Georgia,Bacon,34201,30341,38061,11281,26.0,14.1,
Georgia,Baker,43115,39847,46383,3255,20.6,17.8,
Georgia,Baldwin,37008,32395,41621,45909,19.3,14.2,
Georgia,Banks,46018,41086,50950,18295,23.2,15.9,
Georgia,Barrow,49698,45792,53604,73240,27.4,11.2,
Georgia,Bartow,51440,47155,55725,101736,25.2,12.8,
Georgia,Ben Hill,31081,27902,34260,17464,25.4,15.4,
Georgia,Berrien,35078,30748,39408,18700,23.5,16.5,
Georgia,Bibb,36014,33595,38433,153905,25.2,14.0,
Georgia,Bleckley,40454,35288,45620,12795,21.5,16.7,
Georgia,Brantley,36865,32435,41295,18417,25.0,14.7,
Georgia,Brooks,32903,29089,36717,15418,21.9,18.6,
Georgia,Bryan,66556,58915,74197,33906,29.1,10.2,
Georgia,Bulloch,36315,32163,40467,72087,20.4,10.3,
Georgia,Burke,35055,31508,38602,22709,26.2,14.1,
Georgia,Butts,41505,36299,46711,23368,22.0,14.3,
Georgia,Calhoun,30760,26942,34578,6463,19.0,12.5,
Georgia,Camden,51793,48191,55395,52027,25.2,11.3,
Georgia,Candler,31829,28034,35624,10888,25.6,16.7,
Georgia,Carroll,43442,39104,47780,114093,24.2,12.5,
Georgia,Catoosa,50728,46237,55219,65621,23.6,16.0,
Georgia,Charlton,34312,30014,38610,12897,19.0,13.3,
Georgia,Chatham,50154,48245,52063,283379,22.2,13.6,
Georgia,Chattahoochee,45933,40140,51726,11837,22.6,4.1,
Georgia,Chattooga,34830,30755,38905,24939,22.6,16.5,
Georgia,Cherokee,71168,66005,76331,230985,26.0,11.9,
Georgia,Clarke,31487,28987,33987,120938,17.6,9.7,
Georgia,Clay,27512,23996,31028,3102,21.8,23.3,
Georgia,Clayton,42985,41341,44629,267542,28.3,8.3,
Georgia,Clinch,31577,27541,35613,6831,25.9,15.0,
Georgia,Cobb,66970,64616,69324,730981,24.6,10.6,
Georgia,Coffee,33125,29546,36704,42811,24.7,12.3,
Georgia,Colquitt,33509,30387,36631,46102,26.8,14.0,
Georgia,Columbia,68067,63977,72157,139257,26.0,11.8,
Georgia,Cook,32408,28699,36117,17214,26.6,14.7,
Georgia,Coweta,60809,56090,65528,135571,25.7,12.4,
Georgia,Crawford,43111,37810,48412,12387,21.2,16.9,
Georgia,Crisp,31176,27357,34995,22934,24.9,16.0,
Georgia,Dade,42953,37784,48122,16389,19.8,17.0,
Georgia,Dawson,57491,51219,63763,22957,21.8,17.9,
Georgia,Decatur,33968,29769,38167,27220,24.7,15.4,
Georgia,DeKalb,50597,49047,52147,722161,23.7,10.4,
Georgia,Dodge,32293,28360,36226,20976,20.9,15.2,
Georgia,Dooly,31103,27142,35064,14188,19.8,15.7,
Georgia,Dougherty,32150,29792,34508,92407,24.9,13.6,
Georgia,Douglas,54581,50065,59097,138776,26.9,10.3,
Georgia,Early,34906,31378,38434,10491,25.2,18.4,
Georgia,Echols,34444,30082,38806,4003,27.7,11.3,
Georgia,Effingham,61195,56968,65422,55423,26.9,10.8,
Georgia,Elbert,35351,31584,39118,19438,22.0,19.1,
Georgia,Emanuel,30119,26515,33723,22755,25.1,15.8,
Georgia,Evans,33293,29323,37263,10898,26.7,15.1,
Georgia,Fannin,37813,33889,41737,23753,17.7,25.6,
Georgia,Fayette,79069,73001,85137,109664,23.9,16.2,
Georgia,Floyd,41814,38240,45388,96063,23.5,15.7,
Georgia,Forsyth,86413,83217,89609,204302,28.9,11.1,
Georgia,Franklin,38055,33341,42769,22264,21.9,18.7,
Georgia,Fulton,55516,53641,57391,996319,23.2,10.4,
Georgia,Gilmer,40010,35277,44743,28829,20.5,22.0,
Georgia,Glascock,39643,35647,43639,3053,24.0,17.4,
Georgia,Glynn,46737,43493,49981,82175,23.1,17.7,
Georgia,Gordon,43880,39557,48203,56047,25.6,13.3,
Georgia,Grady,35237,31076,39398,25359,25.7,16.0,
