State,County,Percent Adult Smokers,Percent Uninsured
Tennessee,Campbell,26,17
Tennessee,Cannon,24,16
Tennessee,Carroll,23,16
Tennessee,Carter,24,18
Tennessee,Cheatham,22,15
Tennessee,Chester,22,16
Tennessee,Claiborne,24,16
Tennessee,Clay,24,19
Tennessee,Cocke,27,17
Tennessee,Coffee,22,17
Tennessee,Crockett,24,20
Tennessee,Cumberland,22,19
Tennessee,Davidson,22,18
Tennessee,Decatur,23,18
Tennessee,DeKalb,23,20
Tennessee,Dickson,23,16
Tennessee,Dyer,24,14
Tennessee,Fayette,20,15
Tennessee,Fentress,26,18
Tennessee,Franklin,21,16
Tennessee,Gibson,25,16
Tennessee,Giles,23,16
Tennessee,Grainger,25,18
Tennessee,Greene,24,17
Tennessee,Grundy,26,18
Tennessee,Hamblen,23,20
Tennessee,Hamilton,20,15
Tennessee,Hancock,28,17
Tennessee,Hardeman,28,15
Tennessee,Hardin,24,18
Tennessee,Hawkins,23,15
Tennessee,Haywood,26,16
Tennessee,Henderson,23,15
Tennessee,Henry,23,17
Tennessee,Hickman,24,18
Tennessee,Houston,23,17
Tennessee,Humphreys,21,17
Tennessee,Jackson,24,18
Tennessee,Jefferson,21,17
Tennessee,Johnson,24,18
Tennessee,Knox,22,14
Tennessee,Lake,29,15
Tennessee,Lauderdale,29,15
Tennessee,Lawrence,24,17
Tennessee,Lewis,24,19
Tennessee,Lincoln,23,16
Tennessee,Loudon,20,18
Tennessee,McMinn,22,17
Tennessee,McNairy,25,17
Tennessee,Macon,24,19
Tennessee,Madison,22,15
Tennessee,Marion,23,15
Tennessee,Marshall,24,18
Tennessee,Maury,22,16
Tennessee,Meigs,25,17
Tennessee,Monroe,24,18
Tennessee,Montgomery,23,14
Tennessee,Moore,20,15
Tennessee,Morgan,25,16
Tennessee,Obion,23,17
Tennessee,Overton,24,17
Tennessee,Perry,24,19
Tennessee,Pickett,22,19
Tennessee,Polk,23,17
Tennessee,Putnam,23,19
Tennessee,Rhea,23,16
Tennessee,Roane,21,14
Tennessee,Robertson,22,16
Tennessee,Rutherford,22,16
Tennessee,Scott,27,16
Tennessee,Sequatchie,23,16
Tennessee,Sevier,22,22
Tennessee,Shelby,21,17
Tennessee,Smith,21,15
Tennessee,Stewart,22,16
Tennessee,Sullivan,25,15
Tennessee,Sumner,20,14
Tennessee,Tipton,23,14
Tennessee,Trousdale,22,18
Tennessee,Unicoi,23,16
Tennessee,Union,25,18
Tennessee,Van Buren,23,18
Tennessee,Warren,24,20
Tennessee,Washington,23,15
Tennessee,Wayne,25,18
Tennessee,Weakley,25,16
Tennessee,White,24,17
Tennessee,Williamson,16,9
Tennessee,Wilson,20,13
Texas,Anderson,18,24
Texas,Andrews,14,25
Texas,Angelina,19,25
Texas,Aransas,15,27
Texas,Archer,14,24
Texas,Armstrong,12,28
Texas,Atascosa,15,24
Texas,Austin,13,25
Texas,Bailey,18,33
Texas,Bandera,14,25
Texas,Bastrop,16,27
Texas,Baylor,15,28
Texas,Bee,17,22
Texas,Bell,18,19
Texas,Bexar,13,22
Texas,Blanco,13,29
Texas,Borden,12,16
Texas,Bosque,15,27
Texas,Bowie,18,20
Texas,Brazoria,14,20
Texas,Brazos,16,22
Texas,Brewster,15,24
Texas,Briscoe,16,39
Texas,Brooks,19,25
Texas,Brown,17,23
Texas,Burleson,14,28
Texas,Burnet,15,27
Texas,Caldwell,17,26
Texas,Calhoun,15,24
Texas,Callahan,15,25
Texas,Cameron,18,35
Texas,Camp,17,29
Texas,Carson,13,20
Texas,Cass,17,21
Texas,Castro,17,37
Texas,Chambers,15,20
Texas,Cherokee,18,29
Texas,Childress,16,21
Texas,Clay,14,22
Texas,Cochran,17,34
Texas,Coke,13,26
Texas,Coleman,16,26
Texas,Collin,12,16
Texas,Collingsworth,17,36
Texas,Colorado,15,26
Texas,Comal,13,20
Texas,Comanche,16,32
Texas,Concho,14,26
Texas,Cooke,15,25
Texas,Coryell,17,20
Texas,Cottle,15,35
Texas,Crane,13,25
Texas,Crockett,13,27
Texas,Crosby,16,29
Texas,Culberson,18,32
Texas,Dallam,17,34
Texas,Dallas,15,29
Texas,Dawson,16,27
Texas,Deaf Smith,17,29
Texas,Delta,16,27
Texas,Denton,14,17
Texas,DeWitt,15,21
Texas,Dickens,15,30
Texas,Dimmit,15,24
Texas,Donley,14,30
Texas,Duval,16,24
Texas,Eastland,16,28
Texas,Ector,16,25
Texas,Edwards,13,35
Texas,Ellis,14,22
Texas,El Paso,16,31
Texas,Erath,17,31
Texas,Falls,18,26
Texas,Fannin,17,25
Texas,Fayette,13,26
Texas,Fisher,14,24
Texas,Floyd,16,29
Texas,Foard,14,30
Texas,Fort Bend,12,18
Texas,Franklin,15,26
Texas,Freestone,15,26
Texas,Frio,18,23
Texas,Gaines,16,34
Texas,Galveston,15,20
Texas,Garza,15,25
Texas,Gillespie,13,28
Texas,Glasscock,12,21
Texas,Goliad,14,20
Texas,Gonzales,17,31
Texas,Gray,16,25
Texas,Grayson,16,23
Texas,Gregg,17,24
Texas,Grimes,17,27
Texas,Guadalupe,14,21
Texas,Hale,18,26
Texas,Hall,17,37
Texas,Hamilton,13,28
Texas,Hansford,15,28
Texas,Hardeman,19,26
Texas,Hardin,15,19
Texas,Harris,14,27
Texas,Harrison,17,22
Texas,Hartley,14,24
Texas,Haskell,15,24
Texas,Hays,14,21
Texas,Hemphill,15,25
Texas,Henderson,17,26
Texas,Hidalgo,15,38
Texas,Hill,16,27
Texas,Hockley,16,24
Texas,Hood,13,23
Texas,Hopkins,17,28
Texas,Houston,18,27
Texas,Howard,16,21
Texas,Hudspeth,21,37
Texas,Hunt,17,26
Texas,Hutchinson,17,23
Texas,Irion,13,21
Texas,Jack,17,28
Texas,Jackson,14,22
Texas,Jasper,17,23
Texas,Jeff Davis,13,33
Texas,Jefferson,18,24
Texas,Jim Hogg,16,27
Texas,Jim Wells,15,22
Texas,Johnson,15,24
Texas,Jones,17,26
Texas,Karnes,17,19
Texas,Kaufman,15,23
Texas,Kendall,13,21
Texas,Kenedy,16,21
Texas,Kent,14,27
Texas,Kerr,14,26
Texas,Kimble,14,32
Texas,King,14,18
Texas,Kinney,16,26
Texas,Kleberg,17,25
Texas,Knox,16,31
Texas,Lamar,17,25
Texas,Lamb,17,30
Texas,Lampasas,15,26
Texas,La Salle,18,26
Texas,Lavaca,14,23
Texas,Lee,15,26
Texas,Leon,15,29
Texas,Liberty,17,26
Texas,Limestone,17,24
Texas,Lipscomb,14,30
Texas,Live Oak,15,22
Texas,Llano,13,25
Texas,Loving,23,17
Texas,Lubbock,17,23
Texas,Lynn,16,26
Texas,McCulloch,16,27
Texas,McLennan,17,23
Texas,McMullen,14,18
Texas,Madison,19,28
Texas,Marion,17,25
Texas,Martin,16,25
Texas,Mason,12,39
Texas,Matagorda,17,26
Texas,Maverick,18,34
Texas,Medina,14,24
Texas,Menard,13,35
Texas,Midland,15,22
Texas,Milam,16,25
Texas,Mills,14,34
Texas,Mitchell,15,24
Texas,Montague,15,25
Texas,Montgomery,14,21
Texas,Moore,16,29
Texas,Morris,16,25
Texas,Motley,16,31
Texas,Nacogdoches,18,27
Texas,Navarro,18,27
Texas,Newton,17,22
Texas,Nolan,16,23
Texas,Nueces,16,23
Texas,Ochiltree,15,30
Texas,Oldham,16,21
Texas,Orange,16,19
Texas,Palo Pinto,17,29
Texas,Panola,16,22
Texas,Parker,14,20
Texas,Parmer,15,32
Texas,Pecos,15,26
Texas,Polk,17,27
Texas,Potter,18,27
Texas,Presidio,16,34
Texas,Rains,14,28
Texas,Randall,14,17
Texas,Reagan,15,29
Texas,Real,15,31
Texas,Red River,17,27
Texas,Reeves,16,25
Texas,Refugio,14,22
Texas,Roberts,12,16
Texas,Robertson,16,28
Texas,Rockwall,13,18
Texas,Runnels,16,27
Texas,Rusk,16,25
Texas,Sabine,16,24
Texas,San Augustine,18,26
Texas,San Jacinto,16,27
Texas,San Patricio,14,22
Texas,San Saba,16,33
Texas,Schleicher,15,27
Texas,Scurry,15,23
Texas,Shackelford,15,25
Texas,Shelby,19,29
Texas,Sherman,16,34
Texas,Smith,17,25
Texas,Somervell,14,23
Texas,Starr,20,35
Texas,Stephens,17,28
Texas,Sterling,16,20
Texas,Stonewall,15,28
Texas,Sutton,13,26
Texas,Swisher,16,28
Texas,Tarrant,15,23
Texas,Taylor,16,22
Texas,Terrell,13,35
Texas,Terry,16,29
Texas,Throckmorton,14,31
Texas,Titus,17,31
Texas,Tom Green,16,23
Texas,Travis,12,21
Texas,Trinity,17,27
Texas,Tyler,16,24
Texas,Upshur,15,23
Texas,Upton,15,27
Texas,Uvalde,17,28
Texas,Val Verde,16,30
Texas,Van Zandt,15,26
Texas,Victoria,15,23
Texas,Walker,19,25
Texas,Waller,20,29
Texas,Ward,16,23
Texas,Washington,15,24
Texas,Webb,18,35
Texas,Wharton,16,26
Texas,Wheeler,14,28
Texas,Wichita,19,22
Texas,Wilbarger,16,25
Texas,Willacy,20,30
Texas,Williamson,12,17
Texas,Wilson,13,20
Texas,Winkler,14,26
Texas,Wise,14,23
Texas,Wood,15,27
Texas,Yoakum,14,28
Texas,Young,15,27
Texas,Zapata,18,35
Texas,Zavala,19,27
Utah,Beaver,10,19
Utah,Box Elder,9,13
Utah,Cache,8,14
Utah,Carbon,13,13
Utah,Daggett,9,17
Utah,Davis,8,11
Utah,Duchesne,11,16
Utah,Emery,11,14
Utah,Garfield,11,20
Utah,Grand,12,22
Utah,Iron,11,20
Utah,Juab,10,15
Utah,Kane,9,15
Utah,Millard,9,20
Utah,Morgan,9,10
Utah,Piute,11,25
Utah,Rich,10,18
Utah,Salt Lake,10,17
Utah,San Juan,17,21
Utah,Sanpete,11,20
Utah,Sevier,10,15
Utah,Summit,7,14
Utah,Tooele,11,12
Utah,Uintah,11,17
Utah,Utah,7,14
Utah,Wasatch,8,19
Utah,Washington,8,19
Utah,Wayne,10,20
Utah,Weber,13,15
Vermont,Addison,13,9
Vermont,Bennington,15,9
Vermont,Caledonia,15,10
Vermont,Chittenden,12,8
Vermont,Essex,19,14
Vermont,Franklin,17,8
Vermont,Grand Isle,16,10
Vermont,Lamoille,17,10
Vermont,Orange,16,9
Vermont,Orleans,18,11
Vermont,Rutland,17,9
Vermont,Washington,14,8
Vermont,Windham,16,10
Vermont,Windsor,14,9
Virginia,Accomack,20,20
Virginia,Albemarle,15,13
Virginia,Alleghany,17,14
Virginia,Amelia,19,18
Virginia,Amherst,18,16
Virginia,Appomattox,20,17
Virginia,Arlington,13,10
Virginia,Augusta,17,14
Virginia,Bath,18,16
Virginia,Bedford,16,14
Virginia,Bland,17,14
Virginia,Botetourt,15,11
Virginia,Brunswick,21,17
Virginia,Buchanan,22,15
Virginia,Buckingham,21,19
Virginia,Campbell,19,15
Virginia,Caroline,19,16
Virginia,Carroll,20,19
Virginia,Charles City,19,20
Virginia,Charlotte,20,19
Virginia,Chesterfield,17,13
Virginia,Clarke,16,12
Virginia,Craig,17,16
Virginia,Culpeper,18,16
Virginia,Cumberland,20,18
Virginia,Dickenson,20,16
Virginia,Dinwiddie,19,15
Virginia,Essex,19,17
Virginia,Fairfax,12,12
Virginia,Fauquier,16,12
Virginia,Floyd,19,18
Virginia,Fluvanna,16,14
Virginia,Franklin,17,17
Virginia,Frederick,15,14
Virginia,Giles,18,15
Virginia,Gloucester,16,14
Virginia,Goochland,15,7
Virginia,Grayson,21,18
Virginia,Greene,17,17
Virginia,Greensville,24,14
Virginia,Halifax,21,16
Virginia,Hanover,15,10
Virginia,Henrico,16,14
Virginia,Henry,20,18
Virginia,Highland,17,27
Virginia,Isle of Wight,17,12
Virginia,James City,15,12
Virginia,King and Queen,18,19
Virginia,King George,16,11
Virginia,King William,17,14
Virginia,Lancaster,15,15
Virginia,Lee,24,16
Virginia,Loudoun,13,9
Virginia,Louisa,17,17
Virginia,Lunenburg,20,19
Virginia,Madison,18,17
Virginia,Mathews,15,16
Virginia,Mecklenburg,19,18
Virginia,Middlesex,16,16
Virginia,Montgomery,21,15
Virginia,Nelson,18,17
Virginia,New Kent,16,13
Virginia,Northampton,20,21
Virginia,Northumberland,16,19
Virginia,Nottoway,22,17
Virginia,Orange,17,16
Virginia,Page,19,17
Virginia,Patrick,20,18
Virginia,Pittsylvania,19,15
Virginia,Powhatan,15,13
Virginia,Prince Edward,21,17
Virginia,Prince George,19,13
Virginia,Prince William,15,15
Virginia,Pulaski,20,15
Virginia,Rappahannock,16,19
Virginia,Richmond,19,19
Virginia,Roanoke,18,12
Virginia,Rockbridge,17,16
Virginia,Rockingham,16,16
Virginia,Russell,22,16
Virginia,Scott,20,15
Virginia,Shenandoah,17,17
Virginia,Smyth,21,15
Virginia,Southampton,19,16
Virginia,Spotsylvania,18,14
Virginia,Stafford,16,10
Virginia,Surry,19,15
Virginia,Sussex,23,16
Virginia,Tazewell,19,17
Virginia,Warren,18,16
Virginia,Washington,17,15
Virginia,Westmoreland,20,18
Virginia,Wise,21,15
Virginia,Wythe,20,16
Virginia,York,15,10
Virginia,Alexandria City,14,14
Virginia,Bedford City,,14
Virginia,Bristol City,21,15
Virginia,Buena Vista City,22,16
Virginia,Charlottesville City,22,18
Virginia,Chesapeake City,16,12
Virginia,Colonial Heights City,16,14
Virginia,Covington City,19,15
Virginia,Danville City,22,15
Virginia,Emporia City,24,15
Virginia,Fairfax City,13,14
Virginia,Falls Church City,15,7
Virginia,Franklin City,23,15
Virginia,Fredericksburg City,20,16
Virginia,Galax City,21,18
Virginia,Hampton City,20,14
Virginia,Harrisonburg City,24,22
Virginia,Hopewell City,20,16
Virginia,Lexington City,20,17
Virginia,Lynchburg City,20,16
Virginia,Manassas City,17,20
Virginia,Manassas Park City,17,23
Virginia,Martinsville City,22,16
Virginia,Newport News City,21,15
Virginia,Norfolk City,21,17
Virginia,Norton City,22,12
Virginia,Petersburg City,23,17
Virginia,Poquoson City,15,10
Virginia,Portsmouth City,20,15
Virginia,Radford City,27,17
Virginia,Richmond City,24,20
Virginia,Roanoke City,21,18
Virginia,Salem City,17,13
Virginia,Staunton City,19,14
Virginia,Suffolk City,19,12
Virginia,Virginia Beach City,17,13
Virginia,Waynesboro City,20,16
Virginia,Williamsburg City,18,16
Virginia,Winchester City,20,19
Washington,Adams,16,24
Washington,Asotin,14,15
Washington,Benton,14,16
Washington,Chelan,14,21
Washington,Clallam,14,18
Washington,Clark,14,15
Washington,Columbia,15,17
Washington,Cowlitz,17,17
Washington,Douglas,14,23
Washington,Ferry,19,24
Washington,Franklin,15,23
Washington,Garfield,14,15
Washington,Grant,16,23
Washington,Grays Harbor,18,22
Washington,Island,14,14
Washington,Jefferson,13,18
Washington,King,10,14
Washington,Kitsap,13,14
Washington,Kittitas,16,19
Washington,Klickitat,15,20
Washington,Lewis,15,18
Washington,Lincoln,13,15
Washington,Mason,16,20
Washington,Okanogan,18,26
Washington,Pacific,15,21
Washington,Pend Oreille,16,17
Washington,Pierce,17,15
Washington,San Juan,12,22
Washington,Skagit,15,19
Washington,Skamania,15,16
Washington,Snohomish,13,15
Washington,Spokane,16,17
Washington,Stevens,17,19
Washington,Thurston,14,14
Washington,Wahkiakum,14,19
Washington,Walla Walla,14,18
Washington,Whatcom,14,19
Washington,Whitman,18,16
Washington,Yakima,17,27
West Virginia,Barbour,25,19
West Virginia,Berkeley,26,16
West Virginia,Boone,25,15
West Virginia,Braxton,25,20
West Virginia,Brooke,22,15
West Virginia,Cabell,25,18
West Virginia,Calhoun,26,20
West Virginia,Clay,26,18
West Virginia,Doddridge,24,18
West Virginia,Fayette,25,19
West Virginia,Gilmer,28,20
West Virginia,Grant,22,19
West Virginia,Greenbrier,24,20
West Virginia,Hampshire,25,22
West Virginia,Hancock,23,16
West Virginia,Hardy,24,20
West Virginia,Harrison,23,17
West Virginia,Jackson,23,17
West Virginia,Jefferson,22,16
West Virginia,Kanawha,23,15
West Virginia,Lewis,27,17
West Virginia,Lincoln,27,19
West Virginia,Logan,28,17
West Virginia,McDowell,31,20
West Virginia,Marion,23,17
West Virginia,Marshall,22,17
West Virginia,Mason,25,16
West Virginia,Mercer,24,18
West Virginia,Mineral,24,17
West Virginia,Mingo,27,18
West Virginia,Monongalia,22,16
West Virginia,Monroe,22,21
West Virginia,Morgan,22,20
West Virginia,Nicholas,25,18
West Virginia,Ohio,24,15
West Virginia,Pendleton,22,21
West Virginia,Pleasants,23,14
West Virginia,Pocahontas,23,22
West Virginia,Preston,24,19
West Virginia,Putnam,19,13
West Virginia,Raleigh,22,17
West Virginia,Randolph,24,18
West Virginia,Ritchie,23,21
West Virginia,Roane,26,19
West Virginia,Summers,23,19
West Virginia,Taylor,24,18
West Virginia,Tucker,22,20
West Virginia,Tyler,23,18
West Virginia,Upshur,26,18
West Virginia,Wayne,25,18
West Virginia,Webster,27,19
West Virginia,Wetzel,23,17
West Virginia,Wirt,23,19
West Virginia,Wood,24,16
West Virginia,Wyoming,26,18
Wisconsin,Adams,16,13
Wisconsin,Ashland,20,12
Wisconsin,Barron,17,11
Wisconsin,Bayfield,17,15
Wisconsin,Brown,16,11
Wisconsin,Buffalo,15,11
Wisconsin,Burnett,18,14
Wisconsin,Calumet,14,8
Wisconsin,Chippewa,16,10
Wisconsin,Clark,17,19
Wisconsin,Columbia,16,9
Wisconsin,Crawford,16,11
Wisconsin,Dane,13,9
Wisconsin,Dodge,17,9
Wisconsin,Door,15,11
Wisconsin,Douglas,19,10
Wisconsin,Dunn,16,10
Wisconsin,Eau Claire,17,10
Wisconsin,Florence,16,14
Wisconsin,Fond du Lac,15,9
Wisconsin,Forest,19,16
Wisconsin,Grant,17,12
Wisconsin,Green,15,9
Wisconsin,Green Lake,16,11
Wisconsin,Iowa,15,10
Wisconsin,Iron,17,13
Wisconsin,Jackson,19,14
Wisconsin,Jefferson,16,10
Wisconsin,Juneau,18,13
Wisconsin,Kenosha,17,12
Wisconsin,Kewaunee,14,10
Wisconsin,La Crosse,16,9
Wisconsin,Lafayette,16,15
Wisconsin,Langlade,16,12
Wisconsin,Lincoln,16,10
Wisconsin,Manitowoc,16,9
Wisconsin,Marathon,16,10
Wisconsin,Marinette,16,10
Wisconsin,Marquette,16,13
Wisconsin,Menominee,32,17
Wisconsin,Milwaukee,20,14
Wisconsin,Monroe,17,12
Wisconsin,Oconto,16,11
Wisconsin,Oneida,15,11
Wisconsin,Outagamie,14,10
Wisconsin,Ozaukee,13,6
Wisconsin,Pepin,15,11
Wisconsin,Pierce,16,9
Wisconsin,Polk,16,12
Wisconsin,Portage,16,10
Wisconsin,Price,16,11
Wisconsin,Racine,17,11
Wisconsin,Richland,16,12
Wisconsin,Rock,18,13
Wisconsin,Rusk,18,13
Wisconsin,St. Croix,15,7
Wisconsin,Sauk,16,12
Wisconsin,Sawyer,20,15
Wisconsin,Shawano,17,13
Wisconsin,Sheboygan,15,10
Wisconsin,Taylor,16,13
Wisconsin,Trempealeau,16,11
Wisconsin,Vernon,18,14
Wisconsin,Vilas,17,17
Wisconsin,Walworth,17,12
Wisconsin,Washburn,16,12
Wisconsin,Washington,14,7
Wisconsin,Waukesha,13,6
Wisconsin,Waupaca,16,11
Wisconsin,Waushara,17,14
Wisconsin,Winnebago,15,9
Wisconsin,Wood,15,9
Wyoming,Albany,19,16
Wyoming,Big Horn,16,20
Wyoming,Campbell,19,13
Wyoming,Carbon,18,19
Wyoming,Converse,17,13
Wyoming,Crook,15,16
Wyoming,Fremont,19,21
Wyoming,Goshen,18,18
Wyoming,Hot Springs,16,21
Wyoming,Johnson,15,18
Wyoming,Laramie,20,14
Wyoming,Lincoln,14,15
Wyoming,Natrona,20,15
Wyoming,Niobrara,18,19
Wyoming,Park,16,17
Wyoming,Platte,17,16
Wyoming,Sheridan,16,15
Wyoming,Sublette,15,15
Wyoming,Sweetwater,19,14
Wyoming,Teton,15,20
Wyoming,Uinta,18,15
Wyoming,Washakie,16,19
Wyoming,Weston,18,15
