State,County,Percent Adult Smokers,Percent Uninsured
Alabama,Autauga,19,13
Alabama,Baldwin,19,17
Alabama,Barbour,21,17
Alabama,Bibb,21,15
Alabama,Blount,19,18
Alabama,Bullock,22,19
Alabama,Butler,23,16
Alabama,Calhoun,24,16
Alabama,Chambers,21,17
Alabama,Cherokee,20,16
Alabama,Chilton,21,19
Alabama,Choctaw,19,16
Alabama,Clarke,21,16
Alabama,Clay,20,19
Alabama,Cleburne,19,17
Alabama,Coffee,19,17
Alabama,Colbert,19,14
Alabama,Conecuh,24,18
Alabama,Coosa,22,17
Alabama,Covington,20,17
Alabama,Crenshaw,20,17
Alabama,Cullman,20,19
Alabama,Dale,20,15
Alabama,Dallas,25,14
Alabama,DeKalb,19,23
Alabama,Elmore,19,12
Alabama,Escambia,23,19
Alabama,Etowah,22,16
Alabama,Fayette,21,15
Alabama,Franklin,20,20
Alabama,Geneva,22,19
Alabama,Greene,27,17
Alabama,Hale,22,16
Alabama,Henry,18,17
Alabama,Houston,19,16
Alabama,Jackson,20,18
Alabama,Jefferson,17,15
Alabama,Lamar,21,16
Alabama,Lauderdale,19,15
Alabama,Lawrence,20,18
Alabama,Lee,20,16
Alabama,Limestone,19,16
Alabama,Lowndes,23,15
Alabama,Macon,24,16
Alabama,Madison,20,14
Alabama,Marengo,22,15
Alabama,Marion,20,16
Alabama,Marshall,20,22
Alabama,Mobile,21,17
Alabama,Monroe,22,18
Alabama,Montgomery,20,15
Alabama,Morgan,19,17
Alabama,Perry,25,15
Alabama,Pickens,22,17
Alabama,Pike,22,17
Alabama,Randolph,20,19
Alabama,Russell,21,17
Alabama,St. Clair,20,14
Alabama,Shelby,16,12
Alabama,Sumter,24,17
Alabama,Talladega,22,15
Alabama,Tallapoosa,21,16
Alabama,Tuscaloosa,20,15
Alabama,Walker,22,16
Alabama,Washington,20,16
Alabama,Wilcox,25,17
Alabama,Winston,22,17
Alaska,Aleutians East,20,40
Alaska,Aleutians West,18,28
Alaska,Anchorage,16,18
Alaska,Bethel,34,28
Alaska,Bristol Bay,21,23
Alaska,Denali,18,22
Alaska,Dillingham,32,27
Alaska,Fairbanks North Star,16,19
Alaska,Haines,18,30
Alaska,Juneau,17,17
Alaska,Kenai Peninsula,20,23
Alaska,Ketchikan Gateway,20,23
Alaska,Kodiak Island,17,27
Alaska,Lake and Peninsula,31,31
Alaska,Matanuska-Susitna,21,21
Alaska,Nome,35,29
Alaska,North Slope,25,26
Alaska,Northwest Arctic,35,30
Alaska,Prince of Wales-Outer Ketchikan,25,31
Alaska,Sitka,18,25
Alaska,Skagway-Hoonah-Angoon,21,29
Alaska,Southeast Fairbanks,20,27
Alaska,Valdez-Cordova,19,23
Alaska,Wade Hampton,41,29
Alaska,Wrangell-Petersburg,19,24
Alaska,Yakutat,21,35
Alaska,Yukon-Koyukuk,32,33
Arizona,Apache,26,24
Arizona,Cochise,16,18
Arizona,Coconino,20,21
Arizona,Gila,18,20
Arizona,Graham,18,18
Arizona,Greenlee,17,12
Arizona,La Paz,16,27
Arizona,Maricopa,15,20
Arizona,Mohave,20,22
Arizona,Navajo,23,22
Arizona,Pima,15,19
Arizona,Pinal,17,20
Arizona,Santa Cruz,15,24
Arizona,Yavapai,15,22
Arizona,Yuma,15,24
Arkansas,Arkansas,22,18
Arkansas,Ashley,24,17
Arkansas,Baxter,20,19
Arkansas,Benton,19,18
Arkansas,Boone,22,18
Arkansas,Bradley,25,24
Arkansas,Calhoun,22,19
Arkansas,Carroll,20,26
Arkansas,Chicot,27,20
Arkansas,Clark,23,18
Arkansas,Clay,23,20
Arkansas,Cleburne,20,20
Arkansas,Cleveland,20,18
Arkansas,Columbia,24,19
Arkansas,Conway,22,19
Arkansas,Craighead,24,19
Arkansas,Crawford,22,21
Arkansas,Crittenden,26,16
Arkansas,Cross,23,17
Arkansas,Dallas,22,18
Arkansas,Desha,25,18
Arkansas,Drew,25,18
Arkansas,Faulkner,22,16
Arkansas,Franklin,23,19
Arkansas,Fulton,21,22
Arkansas,Garland,23,21
Arkansas,Grant,20,16
Arkansas,Greene,23,18
Arkansas,Hempstead,26,22
Arkansas,Hot Spring,21,18
Arkansas,Howard,25,24
Arkansas,Independence,23,21
Arkansas,Izard,22,21
Arkansas,Jackson,25,19
Arkansas,Jefferson,26,15
Arkansas,Johnson,24,22
Arkansas,Lafayette,25,23
Arkansas,Lawrence,24,19
Arkansas,Lee,28,19
Arkansas,Lincoln,26,19
Arkansas,Little River,21,19
Arkansas,Logan,21,19
Arkansas,Lonoke,21,16
Arkansas,Madison,23,25
Arkansas,Marion,23,20
Arkansas,Miller,23,17
Arkansas,Mississippi,26,18
Arkansas,Monroe,26,19
Arkansas,Montgomery,21,24
Arkansas,Nevada,27,18
Arkansas,Newton,22,22
Arkansas,Ouachita,23,16
Arkansas,Perry,22,19
Arkansas,Phillips,27,18
Arkansas,Pike,23,26
Arkansas,Poinsett,25,18
Arkansas,Polk,23,24
Arkansas,Pope,21,20
Arkansas,Prairie,22,21
Arkansas,Pulaski,20,17
Arkansas,Randolph,22,21
Arkansas,St. Francis,28,18
Arkansas,Saline,19,15
Arkansas,Scott,23,24
Arkansas,Searcy,23,25
Arkansas,Sebastian,23,21
Arkansas,Sevier,23,30
Arkansas,Sharp,23,23
Arkansas,Stone,24,24
Arkansas,Union,23,18
Arkansas,Van Buren,23,21
Arkansas,Washington,23,21
Arkansas,White,23,18
Arkansas,Woodruff,25,19
Arkansas,Yell,23,25
California,Alameda,11,14
California,Alpine,16,18
California,Amador,13,16
California,Butte,15,17
California,Calaveras,12,16
California,Colusa,14,24
California,Contra Costa,11,14
California,Del Norte,16,17
California,El Dorado,12,13
California,Fresno,13,20
California,Glenn,15,22
California,Humboldt,15,21
California,Imperial,14,21
California,Inyo,13,18
California,Kern,17,20
California,Kings,16,19
California,Lake,15,20
California,Lassen,15,13
California,Los Angeles,12,24
California,Madera,16,23
California,Marin,11,12
California,Mariposa,13,16
California,Mendocino,15,22
California,Merced,16,21
California,Modoc,14,23
California,Mono,14,23
California,Monterey,14,24
California,Napa,11,18
California,Nevada,12,17
California,Orange,11,19
California,Placer,11,13
California,Plumas,13,18
California,Riverside,14,22
California,Sacramento,15,17
California,San Benito,12,19
California,San Bernardino,14,20
California,San Diego,12,18
California,San Francisco,12,12
California,San Joaquin,14,19
California,San Luis Obispo,12,16
California,San Mateo,9,12
California,Santa Barbara,12,21
California,Santa Clara,9,13
California,Santa Cruz,13,19
California,Shasta,14,18
California,Sierra,13,20
California,Siskiyou,15,20
California,Solano,12,15
California,Sonoma,12,17
California,Stanislaus,15,21
California,Sutter,13,21
California,Tehama,15,19
California,Trinity,15,20
California,Tulare,15,21
California,Tuolumne,13,16
California,Ventura,11,18
California,Yolo,12,17
California,Yuba,15,18
Colorado,Adams,18,21
Colorado,Alamosa,17,19
Colorado,Arapahoe,14,16
Colorado,Archuleta,14,23
Colorado,Baca,15,27
Colorado,Bent,17,17
Colorado,Boulder,11,14
Colorado,Broomfield,12,11
Colorado,Chaffee,14,18
Colorado,Cheyenne,13,25
Colorado,Clear Creek,13,13
Colorado,Conejos,15,20
Colorado,Costilla,16,30
Colorado,Crowley,21,19
Colorado,Custer,16,22
Colorado,Delta,14,22
Colorado,Denver,16,18
Colorado,Dolores,17,24
Colorado,Douglas,10,8
Colorado,Eagle,14,22
Colorado,Elbert,13,13
Colorado,El Paso,15,13
Colorado,Fremont,16,17
Colorado,Garfield,16,24
Colorado,Gilpin,15,10
Colorado,Grand,15,19
Colorado,Gunnison,16,24
Colorado,Hinsdale,13,19
Colorado,Huerfano,14,21
Colorado,Jackson,15,23
Colorado,Jefferson,13,13
Colorado,Kiowa,15,20
Colorado,Kit Carson,17,24
Colorado,Lake,15,25
Colorado,La Plata,13,18
Colorado,Larimer,13,14
Colorado,Las Animas,15,18
Colorado,Lincoln,16,18
Colorado,Logan,16,19
Colorado,Mesa,16,18
Colorado,Mineral,14,16
Colorado,Moffat,16,18
Colorado,Montezuma,17,23
Colorado,Montrose,16,23
Colorado,Morgan,14,20
Colorado,Otero,17,18
Colorado,Ouray,13,21
Colorado,Park,13,18
Colorado,Phillips,15,23
Colorado,Pitkin,13,18
Colorado,Prowers,17,22
Colorado,Pueblo,17,15
Colorado,Rio Blanco,15,17
Colorado,Rio Grande,15,21
Colorado,Routt,13,16
Colorado,Saguache,18,30
Colorado,San Juan,17,23
Colorado,San Miguel,15,23
Colorado,Sedgwick,14,21
Colorado,Summit,15,21
Colorado,Teller,16,15
Colorado,Washington,14,18
Colorado,Weld,16,17
Colorado,Yuma,14,23
Connecticut,Fairfield,14,13
Connecticut,Hartford,13,10
Connecticut,Litchfield,13,10
Connecticut,Middlesex,13,8
Connecticut,New Haven,14,11
Connecticut,New London,14,9
Connecticut,Tolland,14,8
Connecticut,Windham,15,11
Delaware,Kent,18,10
Delaware,New Castle,17,10
Delaware,Sussex,17,14
District of Columbia,District of Columbia,16,8
Florida,Alachua,18,19
Florida,Baker,19,17
Florida,Bay,17,19
Florida,Bradford,19,19
Florida,Brevard,17,20
Florida,Broward,15,26
Florida,Calhoun,22,21
Florida,Charlotte,14,23
Florida,Citrus,16,22
Florida,Clay,16,17
Florida,Collier,14,30
Florida,Columbia,19,20
Florida,DeSoto,21,37
Florida,Dixie,20,20
Florida,Duval,18,19
Florida,Escambia,18,19
Florida,Flagler,15,22
Florida,Franklin,19,26
Florida,Gadsden,22,23
Florida,Gilchrist,19,24
Florida,Glades,18,34
Florida,Gulf,19,23
Florida,Hamilton,21,20
Florida,Hardee,22,31
Florida,Hendry,21,33
Florida,Hernando,19,22
Florida,Highlands,16,28
Florida,Hillsborough,17,20
Florida,Holmes,21,21
Florida,Indian River,16,26
Florida,Jackson,19,18
Florida,Jefferson,19,20
Florida,Lafayette,21,28
Florida,Lake,15,21
Florida,Lee,16,27
Florida,Leon,18,17
Florida,Levy,19,26
Florida,Liberty,21,22
Florida,Madison,21,20
Florida,Manatee,16,25
Florida,Marion,17,24
Florida,Martin,15,23
Florida,Miami-Dade,15,33
Florida,Monroe,17,27
Florida,Nassau,17,17
Florida,Okaloosa,18,19
Florida,Okeechobee,22,29
Florida,Orange,16,24
Florida,Osceola,19,27
Florida,Palm Beach,14,25
Florida,Pasco,17,21
Florida,Pinellas,18,22
Florida,Polk,17,24
Florida,Putnam,20,25
Florida,St. Johns,14,16
Florida,St. Lucie,18,26
Florida,Santa Rosa,17,18
Florida,Sarasota,14,23
Florida,Seminole,15,19
Florida,Sumter,12,18
Florida,Suwannee,21,24
Florida,Taylor,19,19
Florida,Union,21,16
Florida,Volusia,19,24
Florida,Wakulla,18,18
Florida,Walton,18,24
Florida,Washington,19,20
Georgia,Appling,18,24
Georgia,Atkinson,21,32
Georgia,Bacon,18,25
Georgia,Baker,18,23
Georgia,Baldwin,19,19
Georgia,Banks,17,23
Georgia,Barrow,17,22
Georgia,Bartow,17,22
Georgia,Ben Hill,21,21
Georgia,Berrien,20,24
Georgia,Bibb,21,21
Georgia,Bleckley,18,17
Georgia,Brantley,19,24
Georgia,Brooks,19,25
Georgia,Bryan,15,16
Georgia,Bulloch,20,22
Georgia,Burke,21,20
Georgia,Butts,17,21
Georgia,Calhoun,25,24
Georgia,Camden,16,17
Georgia,Candler,20,24
Georgia,Carroll,18,20
Georgia,Catoosa,15,18
Georgia,Charlton,18,20
Georgia,Chatham,17,22
Georgia,Chattahoochee,18,15
Georgia,Chattooga,19,22
Georgia,Cherokee,14,19
Georgia,Clarke,20,24
Georgia,Clay,25,22
Georgia,Clayton,20,26
Georgia,Clinch,21,24
Georgia,Cobb,14,21
Georgia,Coffee,19,26
Georgia,Colquitt,20,28
Georgia,Columbia,14,15
Georgia,Cook,19,24
Georgia,Coweta,15,17
Georgia,Crawford,17,21
Georgia,Crisp,20,21
Georgia,Dade,16,20
Georgia,Dawson,15,22
Georgia,Decatur,20,22
Georgia,DeKalb,14,22
Georgia,Dodge,18,20
Georgia,Dooly,22,24
Georgia,Dougherty,21,20
Georgia,Douglas,17,21
Georgia,Early,20,20
Georgia,Echols,19,33
Georgia,Effingham,16,17
Georgia,Elbert,17,21
Georgia,Emanuel,21,23
Georgia,Evans,19,24
Georgia,Fannin,17,25
Georgia,Fayette,13,14
Georgia,Floyd,17,22
Georgia,Forsyth,13,14
Georgia,Franklin,17,23
Georgia,Fulton,14,21
Georgia,Gilmer,16,28
Georgia,Glascock,16,18
Georgia,Glynn,16,21
Georgia,Gordon,17,25
Georgia,Grady,20,28
Georgia,Greene,17,22
Georgia,Gwinnett,14,24
Georgia,Habersham,17,23
Georgia,Hall,16,25
Georgia,Hancock,21,20
Georgia,Haralson,17,19
Georgia,Harris,13,15
Georgia,Hart,17,21
Georgia,Heard,18,20
Georgia,Henry,15,18
Georgia,Houston,16,18
Georgia,Irwin,18,21
Georgia,Jackson,16,20
Georgia,Jasper,19,22
Georgia,Jeff Davis,18,23
Georgia,Jefferson,21,21
Georgia,Jenkins,22,25
Georgia,Johnson,18,21
Georgia,Jones,15,18
Georgia,Lamar,17,21
Georgia,Lanier,20,22
Georgia,Laurens,19,19
Georgia,Lee,15,16
Georgia,Liberty,20,17
Georgia,Lincoln,17,21
Georgia,Long,18,25
Georgia,Lowndes,19,20
Georgia,Lumpkin,17,23
Georgia,McDuffie,18,20
Georgia,McIntosh,16,22
Georgia,Macon,21,26
Georgia,Madison,17,22
Georgia,Marion,19,24
Georgia,Meriwether,18,20
Georgia,Miller,18,21
Georgia,Mitchell,21,21
Georgia,Monroe,16,18
Georgia,Montgomery,18,24
Georgia,Morgan,16,20
Georgia,Murray,19,24
Georgia,Muscogee,19,20
Georgia,Newton,17,21
Georgia,Oconee,13,16
Georgia,Oglethorpe,15,24
Georgia,Paulding,15,18
Georgia,Peach,19,22
Georgia,Pickens,15,21
Georgia,Pierce,18,23
Georgia,Pike,16,19
Georgia,Polk,18,23
Georgia,Pulaski,16,23
Georgia,Putnam,17,24
Georgia,Quitman,20,25
Georgia,Rabun,16,30
Georgia,Randolph,21,20
Georgia,Richmond,20,19
Georgia,Rockdale,16,22
Georgia,Schley,18,21
Georgia,Screven,19,21
Georgia,Seminole,17,22
Georgia,Spalding,19,20
Georgia,Stephens,18,19
Georgia,Stewart,23,22
Georgia,Sumter,20,21
Georgia,Talbot,19,22
Georgia,Taliaferro,23,25
Georgia,Tattnall,20,26
Georgia,Taylor,20,21
Georgia,Telfair,22,21
Georgia,Terrell,21,21
Georgia,Thomas,19,20
Georgia,Tift,18,24
Georgia,Toombs,19,23
Georgia,Towns,14,25
Georgia,Treutlen,18,21
Georgia,Troup,18,18
Georgia,Turner,19,24
Georgia,Twiggs,21,21
Georgia,Union,14,25
Georgia,Upson,18,19
Georgia,Walker,17,20
Georgia,Walton,15,20
Georgia,Ware,18,21
Georgia,Warren,19,21
Georgia,Washington,19,20
Georgia,Wayne,19,20
Georgia,Webster,18,22
Georgia,Wheeler,21,23
Georgia,White,16,22
Georgia,Whitfield,18,27
Georgia,Wilcox,20,22
Georgia,Wilkes,18,22
Georgia,Wilkinson,18,20
Georgia,Worth,18,22
Hawaii,Hawaii,18,11
Hawaii,Honolulu,13,7
Hawaii,Kalawao,14,
Hawaii,Kauai,13,9
Hawaii,Maui,13,9
Idaho,Ada,15,15
Idaho,Adams,17,24
Idaho,Bannock,16,16
Idaho,Bear Lake,16,19
Idaho,Benewah,17,22
Idaho,Bingham,18,22
Idaho,Blaine,14,25
Idaho,Boise,16,21
Idaho,Bonner,17,21
Idaho,Bonneville,14,18
Idaho,Boundary,17,24
Idaho,Butte,16,18
Idaho,Camas,21,29
Idaho,Canyon,18,21
Idaho,Caribou,15,17
Idaho,Cassia,17,23
Idaho,Clark,23,39
Idaho,Clearwater,16,20
Idaho,Custer,16,22
Idaho,Elmore,18,22
Idaho,Franklin,16,18
Idaho,Fremont,16,25
Idaho,Gem,17,23
Idaho,Gooding,19,28
Idaho,Idaho,17,22
Idaho,Jefferson,16,20
Idaho,Jerome,20,27
Idaho,Kootenai,17,19
Idaho,Latah,16,16
Idaho,Lemhi,19,20
Idaho,Lewis,17,23
Idaho,Lincoln,19,29
Idaho,Madison,20,16
Idaho,Minidoka,16,25
Idaho,Nez Perce,16,16
Idaho,Oneida,15,19
Idaho,Owyhee,21,31
Idaho,Payette,18,22
Idaho,Power,20,25
Idaho,Shoshone,18,17
Idaho,Teton,16,28
Idaho,Twin Falls,19,21
Idaho,Valley,14,19
Idaho,Washington,18,25
Illinois,Adams,16,11
Illinois,Alexander,24,14
Illinois,Bond,17,11
Illinois,Boone,16,14
Illinois,Brown,16,10
Illinois,Bureau,15,13
Illinois,Calhoun,15,13
Illinois,Carroll,15,13
Illinois,Cass,16,16
Illinois,Champaign,17,13
Illinois,Christian,16,11
Illinois,Clark,15,12
Illinois,Clay,17,12
Illinois,Clinton,15,10
Illinois,Coles,20,13
Illinois,Cook,16,18
Illinois,Crawford,16,12
Illinois,Cumberland,16,12
Illinois,DeKalb,17,13
Illinois,De Witt,15,10
Illinois,Douglas,16,16
Illinois,DuPage,12,11
Illinois,Edgar,17,12
Illinois,Edwards,16,11
Illinois,Effingham,15,10
Illinois,Fayette,17,14
Illinois,Ford,15,11
Illinois,Franklin,18,13
Illinois,Fulton,16,13
Illinois,Gallatin,17,13
Illinois,Greene,17,13
Illinois,Grundy,15,10
Illinois,Hamilton,17,13
Illinois,Hancock,15,13
Illinois,Hardin,18,13
Illinois,Henderson,15,13
Illinois,Henry,15,11
Illinois,Iroquois,16,13
Illinois,Jackson,21,14
Illinois,Jasper,15,12
Illinois,Jefferson,17,13
Illinois,Jersey,15,10
Illinois,Jo Daviess,14,13
Illinois,Johnson,17,13
Illinois,Kane,14,16
Illinois,Kankakee,17,12
Illinois,Kendall,14,9
Illinois,Knox,17,13
Illinois,Lake,14,13
Illinois,LaSalle,16,13
Illinois,Lawrence,17,12
Illinois,Lee,16,11
Illinois,Livingston,15,10
Illinois,Logan,17,10
Illinois,McDonough,19,14
Illinois,McHenry,16,11
Illinois,McLean,16,9
Illinois,Macon,17,11
Illinois,Macoupin,15,12
Illinois,Madison,17,10
Illinois,Marion,17,12
Illinois,Marshall,15,11
Illinois,Mason,17,12
Illinois,Massac,17,11
Illinois,Menard,15,10
Illinois,Mercer,14,11
Illinois,Monroe,13,8
Illinois,Montgomery,16,12
Illinois,Morgan,17,11
Illinois,Moultrie,17,13
Illinois,Ogle,16,12
Illinois,Peoria,16,11
Illinois,Perry,17,12
Illinois,Piatt,14,9
Illinois,Pike,16,15
Illinois,Pope,16,15
Illinois,Pulaski,19,14
Illinois,Putnam,14,13
Illinois,Randolph,17,11
Illinois,Richland,16,12
Illinois,Rock Island,16,13
Illinois,St. Clair,17,12
Illinois,Saline,18,13
Illinois,Sangamon,16,10
Illinois,Schuyler,16,15
Illinois,Scott,16,13
Illinois,Shelby,15,12
Illinois,Stark,14,12
Illinois,Stephenson,16,11
Illinois,Tazewell,15,10
Illinois,Union,17,15
Illinois,Vermilion,18,12
Illinois,Wabash,16,12
Illinois,Warren,17,14
Illinois,Washington,15,10
Illinois,Wayne,17,13
Illinois,White,15,12
Illinois,Whiteside,16,12
Illinois,Will,15,11
Illinois,Williamson,17,13
Illinois,Winnebago,17,13
Illinois,Woodford,15,8
Indiana,Adams,21,19
Indiana,Allen,20,17
Indiana,Bartholomew,19,15
Indiana,Benton,21,18
Indiana,Blackford,20,17
Indiana,Boone,17,11
Indiana,Brown,20,18
Indiana,Carroll,20,16
Indiana,Cass,22,19
Indiana,Clark,20,16
Indiana,Clay,20,15
Indiana,Clinton,20,19
Indiana,Crawford,22,18
Indiana,Daviess,21,21
Indiana,Dearborn,19,13
Indiana,Decatur,21,16
Indiana,DeKalb,20,15
Indiana,Delaware,23,16
Indiana,Dubois,17,14
Indiana,Elkhart,20,22
Indiana,Fayette,23,17
Indiana,Floyd,20,14
Indiana,Fountain,19,15
Indiana,Franklin,21,14
Indiana,Fulton,21,18
Indiana,Gibson,19,13
Indiana,Grant,23,15
Indiana,Greene,20,16
Indiana,Hamilton,13,10
Indiana,Hancock,18,12
Indiana,Harrison,20,15
Indiana,Hendricks,16,11
Indiana,Henry,22,16
Indiana,Howard,22,14
Indiana,Huntington,22,15
Indiana,Jackson,21,18
Indiana,Jasper,18,14
Indiana,Jay,20,17
Indiana,Jefferson,22,17
Indiana,Jennings,21,16
Indiana,Johnson,19,13
Indiana,Knox,20,17
Indiana,Kosciusko,19,18
Indiana,LaGrange,22,26
Indiana,Lake,24,16
Indiana,LaPorte,20,15
Indiana,Lawrence,23,17
Indiana,Madison,22,16
Indiana,Marion,22,19
Indiana,Marshall,22,19
Indiana,Martin,21,15
Indiana,Miami,23,16
Indiana,Monroe,20,16
Indiana,Montgomery,21,17
Indiana,Morgan,19,14
Indiana,Newton,22,17
Indiana,Noble,20,19
Indiana,Ohio,19,15
Indiana,Orange,21,16
Indiana,Owen,22,18
Indiana,Parke,22,18
Indiana,Perry,20,15
Indiana,Pike,19,15
Indiana,Porter,19,13
Indiana,Posey,18,11
Indiana,Pulaski,21,17
Indiana,Putnam,20,15
Indiana,Randolph,20,17
Indiana,Ripley,20,14
Indiana,Rush,20,15
Indiana,St. Joseph,21,17
Indiana,Scott,23,16
Indiana,Shelby,21,16
Indiana,Spencer,18,15
Indiana,Starke,23,17
Indiana,Steuben,20,16
Indiana,Sullivan,22,17
Indiana,Switzerland,23,18
Indiana,Tippecanoe,21,17
Indiana,Tipton,18,14
Indiana,Union,20,16
Indiana,Vanderburgh,20,15
Indiana,Vermillion,20,15
Indiana,Vigo,24,16
Indiana,Wabash,19,16
Indiana,Warren,17,14
Indiana,Warrick,17,12
Indiana,Washington,21,19
Indiana,Wayne,22,17
Indiana,Wells,19,14
Indiana,White,19,17
Indiana,Whitley,18,14
Iowa,Adair,15,9
Iowa,Adams,16,13
Iowa,Allamakee,16,15
Iowa,Appanoose,17,12
Iowa,Audubon,16,11
Iowa,Benton,17,8
Iowa,Black Hawk,17,10
Iowa,Boone,18,9
Iowa,Bremer,15,7
Iowa,Buchanan,16,10
Iowa,Buena Vista,16,16
Iowa,Butler,15,9
Iowa,Calhoun,18,10
Iowa,Carroll,16,8
Iowa,Cass,17,10
Iowa,Cedar,16,8
Iowa,Cerro Gordo,17,9
Iowa,Cherokee,15,9
Iowa,Chickasaw,18,11
Iowa,Clarke,19,12
Iowa,Clay,15,9
Iowa,Clayton,16,12
Iowa,Clinton,18,8
Iowa,Crawford,17,16
Iowa,Dallas,16,7
Iowa,Davis,20,17
Iowa,Decatur,19,13
Iowa,Delaware,16,10
Iowa,Des Moines,19,10
Iowa,Dickinson,15,9
Iowa,Dubuque,16,8
Iowa,Emmet,16,14
Iowa,Fayette,17,10
Iowa,Floyd,18,10
Iowa,Franklin,17,13
Iowa,Fremont,17,10
Iowa,Greene,17,10
Iowa,Grundy,15,8
Iowa,Guthrie,16,10
Iowa,Hamilton,16,11
Iowa,Hancock,15,9
Iowa,Hardin,15,10
Iowa,Harrison,17,9
Iowa,Henry,17,10
Iowa,Howard,17,11
Iowa,Humboldt,17,9
Iowa,Ida,17,10
Iowa,Iowa,16,7
Iowa,Jackson,17,11
Iowa,Jasper,17,9
Iowa,Jefferson,17,13
Iowa,Johnson,17,10
Iowa,Jones,16,9
Iowa,Keokuk,17,11
Iowa,Kossuth,15,9
Iowa,Lee,18,10
Iowa,Linn,16,8
Iowa,Louisa,17,12
Iowa,Lucas,17,12
Iowa,Lyon,15,10
Iowa,Madison,17,9
Iowa,Mahaska,19,9
Iowa,Marion,16,7
Iowa,Marshall,17,12
Iowa,Mills,17,8
Iowa,Mitchell,15,11
Iowa,Monona,17,11
Iowa,Monroe,17,14
Iowa,Montgomery,19,11
Iowa,Muscatine,18,10
Iowa,O'Brien,16,10
Iowa,Osceola,16,12
Iowa,Page,17,10
Iowa,Palo Alto,16,9
Iowa,Plymouth,16,8
Iowa,Pocahontas,17,10
Iowa,Polk,19,9
Iowa,Pottawattamie,19,11
Iowa,Poweshiek,17,8
Iowa,Ringgold,17,13
Iowa,Sac,15,10
Iowa,Scott,18,9
Iowa,Shelby,16,9
Iowa,Sioux,15,12
Iowa,Story,17,9
Iowa,Tama,18,13
Iowa,Taylor,17,14
Iowa,Union,18,10
Iowa,Van Buren,18,14
Iowa,Wapello,21,12
Iowa,Warren,15,7
Iowa,Washington,15,11
Iowa,Wayne,17,14
Iowa,Webster,20,10
Iowa,Winnebago,16,9
Iowa,Winneshiek,15,9
Iowa,Woodbury,20,13
Iowa,Worth,17,9
Iowa,Wright,16,12
Kansas,Allen,17,14
Kansas,Anderson,17,15
Kansas,Atchison,19,13
Kansas,Barber,17,15
Kansas,Barton,18,17
Kansas,Bourbon,19,15
Kansas,Brown,19,16
Kansas,Butler,17,10
Kansas,Chase,16,18
Kansas,Chautauqua,18,20
Kansas,Cherokee,20,14
Kansas,Cheyenne,14,18
Kansas,Clark,18,16
Kansas,Clay,15,12
Kansas,Cloud,18,15
Kansas,Coffey,16,12
Kansas,Comanche,14,18
Kansas,Cowley,20,16
Kansas,Crawford,20,16
Kansas,Decatur,17,15
Kansas,Dickinson,18,13
Kansas,Doniphan,17,14
Kansas,Douglas,17,15
Kansas,Edwards,16,20
Kansas,Elk,17,21
Kansas,Ellis,20,12
Kansas,Ellsworth,17,12
Kansas,Finney,18,19
Kansas,Ford,19,21
Kansas,Franklin,18,12
Kansas,Geary,20,14
Kansas,Gove,15,17
Kansas,Graham,15,15
Kansas,Grant,18,18
Kansas,Gray,16,18
Kansas,Greeley,15,16
Kansas,Greenwood,19,16
Kansas,Hamilton,19,24
Kansas,Harper,18,17
Kansas,Harvey,16,14
Kansas,Haskell,17,22
Kansas,Hodgeman,15,17
Kansas,Jackson,16,14
Kansas,Jefferson,16,12
Kansas,Jewell,16,18
Kansas,Johnson,13,10
Kansas,Kearny,17,20
Kansas,Kingman,17,13
Kansas,Kiowa,18,16
Kansas,Labette,20,15
Kansas,Lane,15,15
Kansas,Leavenworth,18,10
Kansas,Lincoln,16,17
Kansas,Linn,17,16
Kansas,Logan,15,15
Kansas,Lyon,21,18
Kansas,McPherson,15,11
Kansas,Marion,16,15
Kansas,Marshall,17,12
Kansas,Meade,15,17
Kansas,Miami,16,11
Kansas,Mitchell,15,11
Kansas,Montgomery,20,16
Kansas,Morris,16,17
Kansas,Morton,17,18
Kansas,Nemaha,15,11
Kansas,Neosho,19,15
Kansas,Ness,16,16
Kansas,Norton,17,14
Kansas,Osage,17,12
Kansas,Osborne,16,17
Kansas,Ottawa,16,14
Kansas,Pawnee,17,12
Kansas,Phillips,16,15
Kansas,Pottawatomie,15,11
Kansas,Pratt,16,14
Kansas,Rawlins,16,17
Kansas,Reno,17,13
Kansas,Republic,16,15
Kansas,Rice,17,16
Kansas,Riley,17,12
Kansas,Rooks,17,16
Kansas,Rush,16,15
Kansas,Russell,17,16
Kansas,Saline,18,14
Kansas,Scott,16,17
Kansas,Sedgwick,18,16
Kansas,Seward,18,24
Kansas,Shawnee,20,14
Kansas,Sheridan,17,15
Kansas,Sherman,18,17
Kansas,Smith,17,16
Kansas,Stafford,17,21
Kansas,Stanton,17,25
Kansas,Stevens,16,20
Kansas,Sumner,16,14
Kansas,Thomas,16,13
Kansas,Trego,15,13
Kansas,Wabaunsee,15,12
Kansas,Wallace,15,17
Kansas,Washington,15,18
Kansas,Wichita,17,20
Kansas,Wilson,19,16
Kansas,Woodson,19,19
Kansas,Wyandotte,23,22
Kentucky,Adair,24,21
Kentucky,Allen,25,21
Kentucky,Anderson,21,15
Kentucky,Ballard,22,17
Kentucky,Barren,24,17
Kentucky,Bath,27,20
Kentucky,Bell,30,19
Kentucky,Boone,17,12
Kentucky,Bourbon,23,21
